itemid,datasource,genre,subgenre,orig_lang,split,10fold_split
In_Search_Of_Lost_Time_FR_EN_batch_06_item_04,In_Search_Of_Lost_Time_FR_EN_paragraph_3621,novel,,French,train,5
In_Search_Of_Lost_Time_FR_EN_batch_06_item_05,In_Search_Of_Lost_Time_FR_EN_paragraph_3638,novel,,French,train,3
In_Search_Of_Lost_Time_FR_EN_batch_06_item_06,In_Search_Of_Lost_Time_FR_EN_paragraph_3733,novel,,French,train,7
In_Search_Of_Lost_Time_FR_EN_batch_06_item_07,In_Search_Of_Lost_Time_FR_EN_paragraph_3757,novel,,French,train,2
In_Search_Of_Lost_Time_FR_EN_batch_06_item_08,In_Search_Of_Lost_Time_FR_EN_paragraph_3814,novel,,French,train,2
In_Search_Of_Lost_Time_FR_EN_batch_06_item_09,In_Search_Of_Lost_Time_FR_EN_paragraph_3814,novel,,French,train,4
In_Search_Of_Lost_Time_FR_EN_batch_06_item_10,In_Search_Of_Lost_Time_FR_EN_paragraph_3821,novel,,French,test,0
In_Search_Of_Lost_Time_FR_EN_batch_06_item_11,In_Search_Of_Lost_Time_FR_EN_paragraph_3821,novel,,French,dev,2
In_Search_Of_Lost_Time_FR_EN_batch_06_item_12,In_Search_Of_Lost_Time_FR_EN_paragraph_3821,novel,,French,train,7
In_Search_Of_Lost_Time_FR_EN_batch_06_item_13,In_Search_Of_Lost_Time_FR_EN_paragraph_3821,novel,,French,train,9
In_Search_Of_Lost_Time_FR_EN_batch_06_item_14,In_Search_Of_Lost_Time_FR_EN_paragraph_3847,novel,,French,train,8
In_Search_Of_Lost_Time_FR_EN_batch_06_item_15,In_Search_Of_Lost_Time_FR_EN_paragraph_3856,novel,,French,train,4
In_Search_Of_Lost_Time_FR_EN_batch_06_item_16,In_Search_Of_Lost_Time_FR_EN_paragraph_3870,novel,,French,train,9
In_Search_Of_Lost_Time_FR_EN_batch_06_item_17,In_Search_Of_Lost_Time_FR_EN_paragraph_3870,novel,,French,train,8
In_Search_Of_Lost_Time_FR_EN_batch_06_item_18,In_Search_Of_Lost_Time_FR_EN_paragraph_3876,novel,,French,train,5
In_Search_Of_Lost_Time_FR_EN_batch_06_item_19,In_Search_Of_Lost_Time_FR_EN_paragraph_3887,novel,,French,train,8
In_Search_Of_Lost_Time_FR_EN_batch_06_item_20,In_Search_Of_Lost_Time_FR_EN_paragraph_3887,novel,,French,train,0
In_Search_Of_Lost_Time_FR_EN_batch_07_item_01,In_Search_Of_Lost_Time_FR_EN_paragraph_3920,novel,,French,train,3
In_Search_Of_Lost_Time_FR_EN_batch_07_item_02,In_Search_Of_Lost_Time_FR_EN_paragraph_3920,novel,,French,train,0
In_Search_Of_Lost_Time_FR_EN_batch_07_item_03,In_Search_Of_Lost_Time_FR_EN_paragraph_3920,novel,,French,train,7
In_Search_Of_Lost_Time_FR_EN_batch_07_item_04,In_Search_Of_Lost_Time_FR_EN_paragraph_3939,novel,,French,train,5
In_Search_Of_Lost_Time_FR_EN_batch_07_item_05,In_Search_Of_Lost_Time_FR_EN_paragraph_3967,novel,,French,train,7
In_Search_Of_Lost_Time_FR_EN_batch_07_item_06,In_Search_Of_Lost_Time_FR_EN_paragraph_3967,novel,,French,train,8
In_Search_Of_Lost_Time_FR_EN_batch_07_item_07,In_Search_Of_Lost_Time_FR_EN_paragraph_3985,novel,,French,test,6
In_Search_Of_Lost_Time_FR_EN_batch_07_item_08,In_Search_Of_Lost_Time_FR_EN_paragraph_3985,novel,,French,dev,8
In_Search_Of_Lost_Time_FR_EN_batch_07_item_09,In_Search_Of_Lost_Time_FR_EN_paragraph_3985,novel,,French,train,0
In_Search_Of_Lost_Time_FR_EN_batch_07_item_10,In_Search_Of_Lost_Time_FR_EN_paragraph_3985,novel,,French,train,7
In_Search_Of_Lost_Time_FR_EN_batch_07_item_11,In_Search_Of_Lost_Time_FR_EN_paragraph_3985,novel,,French,train,5
In_Search_Of_Lost_Time_FR_EN_batch_07_item_12,In_Search_Of_Lost_Time_FR_EN_paragraph_3985,novel,,French,train,2
In_Search_Of_Lost_Time_FR_EN_batch_07_item_13,In_Search_Of_Lost_Time_FR_EN_paragraph_3998,novel,,French,train,1
In_Search_Of_Lost_Time_FR_EN_batch_07_item_14,In_Search_Of_Lost_Time_FR_EN_paragraph_4000,novel,,French,train,2
In_Search_Of_Lost_Time_FR_EN_batch_07_item_15,In_Search_Of_Lost_Time_FR_EN_paragraph_4000,novel,,French,train,4
In_Search_Of_Lost_Time_FR_EN_batch_07_item_16,In_Search_Of_Lost_Time_FR_EN_paragraph_4000,novel,,French,train,3
In_Search_Of_Lost_Time_FR_EN_batch_07_item_17,In_Search_Of_Lost_Time_FR_EN_paragraph_4005,novel,,French,train,4
In_Search_Of_Lost_Time_FR_EN_batch_07_item_18,In_Search_Of_Lost_Time_FR_EN_paragraph_4028,novel,,French,train,5
In_Search_Of_Lost_Time_FR_EN_batch_07_item_19,In_Search_Of_Lost_Time_FR_EN_paragraph_4040,novel,,French,train,6
In_Search_Of_Lost_Time_FR_EN_batch_07_item_20,In_Search_Of_Lost_Time_FR_EN_paragraph_4040,novel,,French,train,1
Love_and_Garbage_CS_EN_batch_01_item_01,Love_and_Garbage_CS_EN_paragraph_01,novel,,Czech,dev,2
Love_and_Garbage_CS_EN_batch_01_item_02,Love_and_Garbage_CS_EN_paragraph_01,novel,,Czech,test,9
Love_and_Garbage_CS_EN_batch_01_item_03,Love_and_Garbage_CS_EN_paragraph_01,novel,,Czech,train,7
Love_and_Garbage_CS_EN_batch_01_item_04,Love_and_Garbage_CS_EN_paragraph_01,novel,,Czech,train,3
Love_and_Garbage_CS_EN_batch_01_item_05,Love_and_Garbage_CS_EN_paragraph_01,novel,,Czech,train,6
Love_and_Garbage_CS_EN_batch_01_item_06,Love_and_Garbage_CS_EN_paragraph_02,novel,,Czech,train,6
Love_and_Garbage_CS_EN_batch_01_item_07,Love_and_Garbage_CS_EN_paragraph_02,novel,,Czech,dev,4
Love_and_Garbage_CS_EN_batch_01_item_08,Love_and_Garbage_CS_EN_paragraph_02,novel,,Czech,test,2
Love_and_Garbage_CS_EN_batch_01_item_09,Love_and_Garbage_CS_EN_paragraph_02,novel,,Czech,train,3
Love_and_Garbage_CS_EN_batch_01_item_10,Love_and_Garbage_CS_EN_paragraph_03,novel,,Czech,train,6
Love_and_Garbage_CS_EN_batch_01_item_11,Love_and_Garbage_CS_EN_paragraph_04,novel,,Czech,train,2
Love_and_Garbage_CS_EN_batch_01_item_12,Love_and_Garbage_CS_EN_paragraph_04,novel,,Czech,train,3
Love_and_Garbage_CS_EN_batch_01_item_13,Love_and_Garbage_CS_EN_paragraph_04,novel,,Czech,train,1
Love_and_Garbage_CS_EN_batch_01_item_14,Love_and_Garbage_CS_EN_paragraph_04,novel,,Czech,train,8
Love_and_Garbage_CS_EN_batch_01_item_15,Love_and_Garbage_CS_EN_paragraph_04,novel,,Czech,train,0
Love_and_Garbage_CS_EN_batch_01_item_16,Love_and_Garbage_CS_EN_paragraph_04,novel,,Czech,train,7
Love_and_Garbage_CS_EN_batch_01_item_17,Love_and_Garbage_CS_EN_paragraph_04,novel,,Czech,dev,6
Love_and_Garbage_CS_EN_batch_01_item_18,Love_and_Garbage_CS_EN_paragraph_04,novel,,Czech,test,4
Love_and_Garbage_CS_EN_batch_01_item_19,Love_and_Garbage_CS_EN_paragraph_04,novel,,Czech,train,5
Love_and_Garbage_CS_EN_batch_01_item_20,Love_and_Garbage_CS_EN_paragraph_05,novel,,Czech,train,1
Love_and_Garbage_CS_EN_batch_02_item_01,Love_and_Garbage_CS_EN_paragraph_05,novel,,Czech,train,2
Love_and_Garbage_CS_EN_batch_02_item_02,Love_and_Garbage_CS_EN_paragraph_05,novel,,Czech,train,4
Love_and_Garbage_CS_EN_batch_02_item_03,Love_and_Garbage_CS_EN_paragraph_06,novel,,Czech,train,6
Love_and_Garbage_CS_EN_batch_02_item_04,Love_and_Garbage_CS_EN_paragraph_06,novel,,Czech,train,9
Love_and_Garbage_CS_EN_batch_02_item_05,Love_and_Garbage_CS_EN_paragraph_07,novel,,Czech,test,5
Love_and_Garbage_CS_EN_batch_02_item_06,Love_and_Garbage_CS_EN_paragraph_07,novel,,Czech,train,3
Love_and_Garbage_CS_EN_batch_02_item_07,Love_and_Garbage_CS_EN_paragraph_07,novel,,Czech,train,2
Love_and_Garbage_CS_EN_batch_02_item_08,Love_and_Garbage_CS_EN_paragraph_07,novel,,Czech,dev,6
Love_and_Garbage_CS_EN_batch_02_item_09,Love_and_Garbage_CS_EN_paragraph_08,novel,,Czech,train,2
Love_and_Garbage_CS_EN_batch_02_item_10,Love_and_Garbage_CS_EN_paragraph_08,novel,,Czech,train,9
Love_and_Garbage_CS_EN_batch_02_item_11,Love_and_Garbage_CS_EN_paragraph_08,novel,,Czech,train,0
Love_and_Garbage_CS_EN_batch_02_item_12,Love_and_Garbage_CS_EN_paragraph_08,novel,,Czech,dev,4
Love_and_Garbage_CS_EN_batch_02_item_13,Love_and_Garbage_CS_EN_paragraph_08,novel,,Czech,test,8
Love_and_Garbage_CS_EN_batch_02_item_14,Love_and_Garbage_CS_EN_paragraph_08,novel,,Czech,train,7
Love_and_Garbage_CS_EN_batch_02_item_15,Love_and_Garbage_CS_EN_paragraph_09,novel,,Czech,dev,1
Love_and_Garbage_CS_EN_batch_02_item_16,Love_and_Garbage_CS_EN_paragraph_09,novel,,Czech,test,9
Love_and_Garbage_CS_EN_batch_02_item_17,Love_and_Garbage_CS_EN_paragraph_09,novel,,Czech,train,0
Love_and_Garbage_CS_EN_batch_02_item_18,Love_and_Garbage_CS_EN_paragraph_09,novel,,Czech,train,2
Love_and_Garbage_CS_EN_batch_02_item_19,Love_and_Garbage_CS_EN_paragraph_10,novel,,Czech,train,2
Love_and_Garbage_CS_EN_batch_02_item_20,Love_and_Garbage_CS_EN_paragraph_10,novel,,Czech,train,7
Love_and_Garbage_CS_EN_batch_03_item_01,Love_and_Garbage_CS_EN_paragraph_11,novel,,Czech,train,8
Love_and_Garbage_CS_EN_batch_03_item_02,Love_and_Garbage_CS_EN_paragraph_11,novel,,Czech,train,5
Love_and_Garbage_CS_EN_batch_03_item_03,Love_and_Garbage_CS_EN_paragraph_12,novel,,Czech,test,0
Love_and_Garbage_CS_EN_batch_03_item_04,Love_and_Garbage_CS_EN_paragraph_12,novel,,Czech,dev,5
Love_and_Garbage_CS_EN_batch_03_item_05,Love_and_Garbage_CS_EN_paragraph_12,novel,,Czech,train,8
Love_and_Garbage_CS_EN_batch_03_item_06,Love_and_Garbage_CS_EN_paragraph_12,novel,,Czech,train,4
Love_and_Garbage_CS_EN_batch_03_item_07,Love_and_Garbage_CS_EN_paragraph_12,novel,,Czech,train,7
Love_and_Garbage_CS_EN_batch_03_item_08,Love_and_Garbage_CS_EN_paragraph_12,novel,,Czech,train,1
Love_and_Garbage_CS_EN_batch_03_item_09,Love_and_Garbage_CS_EN_paragraph_12,novel,,Czech,train,9
Love_and_Garbage_CS_EN_batch_03_item_10,Love_and_Garbage_CS_EN_paragraph_13,novel,,Czech,train,7
Love_and_Garbage_CS_EN_batch_03_item_11,Love_and_Garbage_CS_EN_paragraph_13,novel,,Czech,train,3
Love_and_Garbage_CS_EN_batch_03_item_12,Love_and_Garbage_CS_EN_paragraph_13,novel,,Czech,train,4
Love_and_Garbage_CS_EN_batch_03_item_13,Love_and_Garbage_CS_EN_paragraph_14,novel,,Czech,train,9
Love_and_Garbage_CS_EN_batch_03_item_14,Love_and_Garbage_CS_EN_paragraph_14,novel,,Czech,test,3
Love_and_Garbage_CS_EN_batch_03_item_15,Love_and_Garbage_CS_EN_paragraph_14,novel,,Czech,dev,2
Love_and_Garbage_CS_EN_batch_03_item_16,Love_and_Garbage_CS_EN_paragraph_14,novel,,Czech,train,5
Love_and_Garbage_CS_EN_batch_03_item_17,Love_and_Garbage_CS_EN_paragraph_15,novel,,Czech,dev,9
Love_and_Garbage_CS_EN_batch_03_item_18,Love_and_Garbage_CS_EN_paragraph_15,novel,,Czech,train,9
Love_and_Garbage_CS_EN_batch_03_item_19,Love_and_Garbage_CS_EN_paragraph_15,novel,,Czech,train,1
Love_and_Garbage_CS_EN_batch_03_item_20,Love_and_Garbage_CS_EN_paragraph_15,novel,,Czech,train,1
Love_and_Garbage_CS_EN_batch_04_item_01,Love_and_Garbage_CS_EN_paragraph_15,novel,,Czech,train,8
Love_and_Garbage_CS_EN_batch_04_item_02,Love_and_Garbage_CS_EN_paragraph_15,novel,,Czech,train,8
Love_and_Garbage_CS_EN_batch_04_item_03,Love_and_Garbage_CS_EN_paragraph_15,novel,,Czech,train,7
Love_and_Garbage_CS_EN_batch_04_item_04,Love_and_Garbage_CS_EN_paragraph_15,novel,,Czech,train,7
Love_and_Garbage_CS_EN_batch_04_item_05,Love_and_Garbage_CS_EN_paragraph_15,novel,,Czech,test,3
Love_and_Garbage_CS_EN_batch_04_item_06,Love_and_Garbage_CS_EN_paragraph_15,novel,,Czech,test,3
Love_and_Garbage_CS_EN_batch_04_item_07,Love_and_Garbage_CS_EN_paragraph_15,novel,,Czech,dev,2
Love_and_Garbage_CS_EN_batch_04_item_08,Love_and_Garbage_CS_EN_paragraph_16,novel,,Czech,train,8
Love_and_Garbage_CS_EN_batch_04_item_09,Love_and_Garbage_CS_EN_paragraph_16,novel,,Czech,train,1
Love_and_Garbage_CS_EN_batch_04_item_10,Love_and_Garbage_CS_EN_paragraph_16,novel,,Czech,train,0
Love_and_Garbage_CS_EN_batch_04_item_11,Love_and_Garbage_CS_EN_paragraph_17,novel,,Czech,train,1
Love_and_Garbage_CS_EN_batch_04_item_12,Love_and_Garbage_CS_EN_paragraph_17,novel,,Czech,train,2
Love_and_Garbage_CS_EN_batch_04_item_13,Love_and_Garbage_CS_EN_paragraph_18,novel,,Czech,dev,0
Love_and_Garbage_CS_EN_batch_04_item_14,Love_and_Garbage_CS_EN_paragraph_18,novel,,Czech,test,7
Love_and_Garbage_CS_EN_batch_04_item_15,Love_and_Garbage_CS_EN_paragraph_18,novel,,Czech,train,9
Love_and_Garbage_CS_EN_batch_04_item_16,Love_and_Garbage_CS_EN_paragraph_18,novel,,Czech,train,8
Love_and_Garbage_CS_EN_batch_04_item_17,Love_and_Garbage_CS_EN_paragraph_18,novel,,Czech,train,3
Love_and_Garbage_CS_EN_batch_04_item_18,Love_and_Garbage_CS_EN_paragraph_18,novel,,Czech,train,5
Love_and_Garbage_CS_EN_batch_04_item_19,Love_and_Garbage_CS_EN_paragraph_19,novel,,Czech,train,9
Love_and_Garbage_CS_EN_batch_04_item_20,Love_and_Garbage_CS_EN_paragraph_19,novel,,Czech,train,3
Love_and_Garbage_CS_EN_batch_05_item_01,Love_and_Garbage_CS_EN_paragraph_19,novel,,Czech,train,6
Love_and_Garbage_CS_EN_batch_05_item_02,Love_and_Garbage_CS_EN_paragraph_20,novel,,Czech,train,0
Love_and_Garbage_CS_EN_batch_05_item_03,Love_and_Garbage_CS_EN_paragraph_20,novel,,Czech,train,4
Love_and_Garbage_CS_EN_batch_05_item_04,Love_and_Garbage_CS_EN_paragraph_21,novel,,Czech,train,4
Love_and_Garbage_CS_EN_batch_05_item_05,Love_and_Garbage_CS_EN_paragraph_21,novel,,Czech,train,8
Love_and_Garbage_CS_EN_batch_05_item_06,Love_and_Garbage_CS_EN_paragraph_21,novel,,Czech,train,7
Love_and_Garbage_CS_EN_batch_05_item_07,Love_and_Garbage_CS_EN_paragraph_21,novel,,Czech,test,5
Love_and_Garbage_CS_EN_batch_05_item_08,Love_and_Garbage_CS_EN_paragraph_21,novel,,Czech,dev,2
Love_and_Garbage_CS_EN_batch_05_item_09,Love_and_Garbage_CS_EN_paragraph_24,novel,,Czech,train,2
Love_and_Garbage_CS_EN_batch_05_item_10,Love_and_Garbage_CS_EN_paragraph_24,novel,,Czech,test,0
Love_and_Garbage_CS_EN_batch_05_item_11,Love_and_Garbage_CS_EN_paragraph_24,novel,,Czech,dev,1
Love_and_Garbage_CS_EN_batch_05_item_12,Love_and_Garbage_CS_EN_paragraph_24,novel,,Czech,train,7
Love_and_Garbage_CS_EN_batch_05_item_13,Love_and_Garbage_CS_EN_paragraph_24,novel,,Czech,train,6
Love_and_Garbage_CS_EN_batch_05_item_14,Love_and_Garbage_CS_EN_paragraph_24,novel,,Czech,train,8
Love_and_Garbage_CS_EN_batch_05_item_15,Love_and_Garbage_CS_EN_paragraph_24,novel,,Czech,train,4
Love_and_Garbage_CS_EN_batch_05_item_16,Love_and_Garbage_CS_EN_paragraph_24,novel,,Czech,train,5
Love_and_Garbage_CS_EN_batch_05_item_17,Love_and_Garbage_CS_EN_paragraph_25,novel,,Czech,train,6
Love_and_Garbage_CS_EN_batch_05_item_18,Love_and_Garbage_CS_EN_paragraph_26,novel,,Czech,train,8
Love_and_Garbage_CS_EN_batch_05_item_19,Love_and_Garbage_CS_EN_paragraph_26,novel,,Czech,train,0
Love_and_Garbage_CS_EN_batch_05_item_20,Love_and_Garbage_CS_EN_paragraph_27,novel,,Czech,train,1
Love_and_Garbage_CS_EN_batch_06_item_01,Love_and_Garbage_CS_EN_paragraph_28,novel,,Czech,train,4
Love_and_Garbage_CS_EN_batch_06_item_02,Love_and_Garbage_CS_EN_paragraph_28,novel,,Czech,train,8
Love_and_Garbage_CS_EN_batch_06_item_03,Love_and_Garbage_CS_EN_paragraph_28,novel,,Czech,train,1
Love_and_Garbage_CS_EN_batch_06_item_04,Love_and_Garbage_CS_EN_paragraph_29,novel,,Czech,train,2
Love_and_Garbage_CS_EN_batch_06_item_05,Love_and_Garbage_CS_EN_paragraph_29,novel,,Czech,train,9
Love_and_Garbage_CS_EN_batch_06_item_06,Love_and_Garbage_CS_EN_paragraph_29,novel,,Czech,train,6
Love_and_Garbage_CS_EN_batch_06_item_07,Love_and_Garbage_CS_EN_paragraph_30,novel,,Czech,train,8
Love_and_Garbage_CS_EN_batch_06_item_08,Love_and_Garbage_CS_EN_paragraph_31,novel,,Czech,train,1
Love_and_Garbage_CS_EN_batch_06_item_09,Love_and_Garbage_CS_EN_paragraph_31,novel,,Czech,train,5
Love_and_Garbage_CS_EN_batch_06_item_10,Love_and_Garbage_CS_EN_paragraph_31,novel,,Czech,dev,7
Love_and_Garbage_CS_EN_batch_06_item_11,Love_and_Garbage_CS_EN_paragraph_31,novel,,Czech,test,6
Love_and_Garbage_CS_EN_batch_06_item_12,Love_and_Garbage_CS_EN_paragraph_31,novel,,Czech,train,8
Love_and_Garbage_CS_EN_batch_06_item_13,Love_and_Garbage_CS_EN_paragraph_32,novel,,Czech,train,5
Love_and_Garbage_CS_EN_batch_06_item_14,Love_and_Garbage_CS_EN_paragraph_32,novel,,Czech,train,2
Love_and_Garbage_CS_EN_batch_06_item_15,Love_and_Garbage_CS_EN_paragraph_33,novel,,Czech,train,0
Love_and_Garbage_CS_EN_batch_06_item_16,Love_and_Garbage_CS_EN_paragraph_33,novel,,Czech,test,3
Love_and_Garbage_CS_EN_batch_06_item_17,Love_and_Garbage_CS_EN_paragraph_33,novel,,Czech,dev,5
Love_and_Garbage_CS_EN_batch_06_item_18,Love_and_Garbage_CS_EN_paragraph_33,novel,,Czech,train,8
Love_and_Garbage_CS_EN_batch_06_item_19,Love_and_Garbage_CS_EN_paragraph_34,novel,,Czech,train,2
Love_and_Garbage_CS_EN_batch_06_item_20,Love_and_Garbage_CS_EN_paragraph_34,novel,,Czech,train,3
Love_and_Garbage_CS_EN_batch_07_item_01,Love_and_Garbage_CS_EN_paragraph_35,novel,,Czech,train,3
Love_and_Garbage_CS_EN_batch_07_item_02,Love_and_Garbage_CS_EN_paragraph_36,novel,,Czech,train,8
Love_and_Garbage_CS_EN_batch_07_item_03,Love_and_Garbage_CS_EN_paragraph_36,novel,,Czech,test,0
Love_and_Garbage_CS_EN_batch_07_item_04,Love_and_Garbage_CS_EN_paragraph_36,novel,,Czech,dev,4
Love_and_Garbage_CS_EN_batch_07_item_05,Love_and_Garbage_CS_EN_paragraph_36,novel,,Czech,train,1
Love_and_Garbage_CS_EN_batch_07_item_06,Love_and_Garbage_CS_EN_paragraph_36,novel,,Czech,train,3
Love_and_Garbage_CS_EN_batch_07_item_07,Love_and_Garbage_CS_EN_paragraph_36,novel,,Czech,train,9
Love_and_Garbage_CS_EN_batch_07_item_08,Love_and_Garbage_CS_EN_paragraph_37,novel,,Czech,test,5
Love_and_Garbage_CS_EN_batch_07_item_09,Love_and_Garbage_CS_EN_paragraph_37,novel,,Czech,dev,3
Love_and_Garbage_CS_EN_batch_07_item_10,Love_and_Garbage_CS_EN_paragraph_37,novel,,Czech,train,1
Love_and_Garbage_CS_EN_batch_07_item_11,Love_and_Garbage_CS_EN_paragraph_37,novel,,Czech,train,9
Love_and_Garbage_CS_EN_batch_07_item_12,Love_and_Garbage_CS_EN_paragraph_37,novel,,Czech,train,0
Love_and_Garbage_CS_EN_batch_07_item_13,Love_and_Garbage_CS_EN_paragraph_37,novel,,Czech,train,4
Love_and_Garbage_CS_EN_batch_07_item_14,Love_and_Garbage_CS_EN_paragraph_38,novel,,Czech,train,9
Love_and_Garbage_CS_EN_batch_07_item_15,Love_and_Garbage_CS_EN_paragraph_38,novel,,Czech,train,7
Love_and_Garbage_CS_EN_batch_07_item_16,Love_and_Garbage_CS_EN_paragraph_39,novel,,Czech,train,9
Love_and_Garbage_CS_EN_batch_07_item_17,Love_and_Garbage_CS_EN_paragraph_39,novel,,Czech,train,2
Love_and_Garbage_CS_EN_batch_07_item_18,Love_and_Garbage_CS_EN_paragraph_39,novel,,Czech,dev,0
Love_and_Garbage_CS_EN_batch_07_item_19,Love_and_Garbage_CS_EN_paragraph_39,novel,,Czech,test,3
Love_and_Garbage_CS_EN_batch_07_item_20,Love_and_Garbage_CS_EN_paragraph_39,novel,,Czech,train,4
Love_and_Garbage_CS_EN_batch_08_item_01,Love_and_Garbage_CS_EN_paragraph_39,novel,,Czech,train,6
Love_and_Garbage_CS_EN_batch_08_item_02,Love_and_Garbage_CS_EN_paragraph_39,novel,,Czech,train,1
Love_and_Garbage_CS_EN_batch_08_item_03,Love_and_Garbage_CS_EN_paragraph_40,novel,,Czech,test,3
Love_and_Garbage_CS_EN_batch_08_item_04,Love_and_Garbage_CS_EN_paragraph_40,novel,,Czech,dev,5
Love_and_Garbage_CS_EN_batch_08_item_05,Love_and_Garbage_CS_EN_paragraph_40,novel,,Czech,train,2
Love_and_Garbage_CS_EN_batch_08_item_06,Love_and_Garbage_CS_EN_paragraph_40,novel,,Czech,train,1
Love_and_Garbage_CS_EN_batch_08_item_07,Love_and_Garbage_CS_EN_paragraph_40,novel,,Czech,train,0
Love_and_Garbage_CS_EN_batch_08_item_08,Love_and_Garbage_CS_EN_paragraph_40,novel,,Czech,train,4
Love_and_Garbage_CS_EN_batch_08_item_09,Love_and_Garbage_CS_EN_paragraph_40,novel,,Czech,train,7
Love_and_Garbage_CS_EN_batch_08_item_10,Love_and_Garbage_CS_EN_paragraph_40,novel,,Czech,train,6
Love_and_Garbage_CS_EN_batch_08_item_11,Love_and_Garbage_CS_EN_paragraph_41,novel,,Czech,train,1
Love_and_Garbage_CS_EN_batch_08_item_12,Love_and_Garbage_CS_EN_paragraph_41,novel,,Czech,train,6
Love_and_Garbage_CS_EN_batch_08_item_13,Love_and_Garbage_CS_EN_paragraph_41,novel,,Czech,train,2
Love_and_Garbage_CS_EN_batch_08_item_14,Love_and_Garbage_CS_EN_paragraph_41,novel,,Czech,train,9
Love_and_Garbage_CS_EN_batch_08_item_15,Love_and_Garbage_CS_EN_paragraph_41,novel,,Czech,test,3
Love_and_Garbage_CS_EN_batch_08_item_16,Love_and_Garbage_CS_EN_paragraph_41,novel,,Czech,dev,5
Love_and_Garbage_CS_EN_batch_08_item_17,Love_and_Garbage_CS_EN_paragraph_42,novel,,Czech,train,6
Love_and_Garbage_CS_EN_batch_08_item_18,Love_and_Garbage_CS_EN_paragraph_42,novel,,Czech,dev,3
Love_and_Garbage_CS_EN_batch_08_item_19,Love_and_Garbage_CS_EN_paragraph_42,novel,,Czech,test,5
Love_and_Garbage_CS_EN_batch_08_item_20,Love_and_Garbage_CS_EN_paragraph_42,novel,,Czech,train,2
Parfum_DE_EN_batch_01_item_01,Parfum_DE_EN_paragraph_02,novel,,German,train,3
Parfum_DE_EN_batch_01_item_02,Parfum_DE_EN_paragraph_02,novel,,German,train,0
Parfum_DE_EN_batch_01_item_03,Parfum_DE_EN_paragraph_04,novel,,German,train,4
Parfum_DE_EN_batch_01_item_04,Parfum_DE_EN_paragraph_04,novel,,German,train,3
Parfum_DE_EN_batch_01_item_05,Parfum_DE_EN_paragraph_04,novel,,German,test,6
Parfum_DE_EN_batch_01_item_06,Parfum_DE_EN_paragraph_04,novel,,German,dev,2
Parfum_DE_EN_batch_01_item_07,Parfum_DE_EN_paragraph_04,novel,,German,train,7
Parfum_DE_EN_batch_01_item_08,Parfum_DE_EN_paragraph_05,novel,,German,train,6
Parfum_DE_EN_batch_01_item_09,Parfum_DE_EN_paragraph_05,novel,,German,train,1
Parfum_DE_EN_batch_01_item_10,Parfum_DE_EN_paragraph_05,novel,,German,train,0
Parfum_DE_EN_batch_01_item_11,Parfum_DE_EN_paragraph_10,novel,,German,train,5
Parfum_DE_EN_batch_01_item_12,Parfum_DE_EN_paragraph_10,novel,,German,train,2
Parfum_DE_EN_batch_01_item_13,Parfum_DE_EN_paragraph_12,novel,,German,train,7
Parfum_DE_EN_batch_01_item_14,Parfum_DE_EN_paragraph_12,novel,,German,train,3
Parfum_DE_EN_batch_01_item_15,Parfum_DE_EN_paragraph_12,novel,,German,dev,9
Parfum_DE_EN_batch_01_item_16,Parfum_DE_EN_paragraph_12,novel,,German,test,0
Parfum_DE_EN_batch_01_item_17,Parfum_DE_EN_paragraph_12,novel,,German,train,6
Parfum_DE_EN_batch_01_item_18,Parfum_DE_EN_paragraph_12,novel,,German,train,2
Parfum_DE_EN_batch_01_item_19,Parfum_DE_EN_paragraph_12,novel,,German,train,1
Parfum_DE_EN_batch_01_item_20,Parfum_DE_EN_paragraph_14,novel,,German,test,2
Parfum_DE_EN_batch_02_item_01,Parfum_DE_EN_paragraph_14,novel,,German,dev,2
Parfum_DE_EN_batch_02_item_02,Parfum_DE_EN_paragraph_14,novel,,German,dev,0
Parfum_DE_EN_batch_02_item_03,Parfum_DE_EN_paragraph_14,novel,,German,train,0
Parfum_DE_EN_batch_02_item_04,Parfum_DE_EN_paragraph_14,novel,,German,train,4
Parfum_DE_EN_batch_02_item_05,Parfum_DE_EN_paragraph_14,novel,,German,train,4
Parfum_DE_EN_batch_02_item_06,Parfum_DE_EN_paragraph_14,novel,,German,train,3
Parfum_DE_EN_batch_02_item_07,Parfum_DE_EN_paragraph_14,novel,,German,train,3
Parfum_DE_EN_batch_02_item_08,Parfum_DE_EN_paragraph_14,novel,,German,train,6
Parfum_DE_EN_batch_02_item_09,Parfum_DE_EN_paragraph_14,novel,,German,train,6
Parfum_DE_EN_batch_02_item_10,Parfum_DE_EN_paragraph_14,novel,,German,train,8
Parfum_DE_EN_batch_02_item_11,Parfum_DE_EN_paragraph_14,novel,,German,train,8
Parfum_DE_EN_batch_02_item_12,Parfum_DE_EN_paragraph_14,novel,,German,test,5
Parfum_DE_EN_batch_02_item_13,Parfum_DE_EN_paragraph_15,novel,,German,train,0
Parfum_DE_EN_batch_02_item_14,Parfum_DE_EN_paragraph_15,novel,,German,train,0
Parfum_DE_EN_batch_02_item_15,Parfum_DE_EN_paragraph_15,novel,,German,train,2
Parfum_DE_EN_batch_02_item_16,Parfum_DE_EN_paragraph_15,novel,,German,train,2
Parfum_DE_EN_batch_02_item_17,Parfum_DE_EN_paragraph_15,novel,,German,train,8
