Relation,Genre,Datasource,Itemid,SemClass,Arg1_RawText,Arg2_RawText
implicit ,europarl,europarl-fr-en-ep-00-02-15,fr_en_batch_14_item_18,result,"The Group of the European Liberal, Democrat and Reform Party is in favour of increasing this amount to EUR 850 million. We therefore support Mrs Lienemann's amendment which observes that the allocation for LIFE was not increased when the Union was last enlarged, without even mentioning the next batch of new arrivals.","The amount that we are asking for is no great mountain of useless expenditure. Quite the opposite, it is still fairly modest in relation to the requirements to be funded."
implicit ,europarl,europarl-fr-en-ep-00-02-15,fr_en_batch_14_item_19,arg2-as-detail,"The amount that we are asking for is no great mountain of useless expenditure. Quite the opposite, it is still fairly modest in relation to the requirements to be funded.","A drop in the ocean, I might say, in comparison with Europe's structural policies. The environment is still the poor relation in the European budget, even though it is primarily an investment."
implicit ,europarl,europarl-fr-en-ep-00-02-15,fr_en_batch_14_item_20,result,"Quite the opposite, it is still fairly modest in relation to the requirements to be funded. A drop in the ocean, I might say, in comparison with Europe's structural policies.","The environment is still the poor relation in the European budget, even though it is primarily an investment. "
implicit ,europarl,europarl-fr-en-ep-00-02-15,fr_en_batch_15_item_01,conjunction,"I shall therefore reiterate that, as the rapporteur has already said quite clearly, LIFE is the only specific financial instrument for the implementation of the European Union's policy on the environment.  This instrument is absolutely essential since it provides the impetus for truly innovative actions in favour of nature and the environment in Europe, which are adopted and expanded upon by the Member States.  This financial instrument is, furthermore, deliberately democratic since it is accessible to both governmental and non-governmental organisations.  That is why, ladies and gentlemen, I would urge you not to vote in favour of the amendments which have no appreciation of the spirit of LIFE. Through the associations, then, LIFE is a facility that can be used by the European citizen directly, and for the benefit of actions in the interest of the community.","Several million NGO members- millions, I say- recognise in LIFE the Union's determination to build up an ambitious policy in favour of our natural heritage. LIFE is, moreover, the fundamental instrument of the Natura 2000 network in Europe into which the Member States have put a lot, pursuant to Community directives on the habitats of rare and endangered fauna and flora and on migratory birds, and which makes it possible to set up the protection of sites of high biological value in our States.  I should like to say that those who run down this policy in their own States bear the responsibility for obstructing European nature conservation policies."
implicit ,europarl,europarl-fr-en-ep-00-02-15,fr_en_batch_15_item_02,result,"LIFE is, moreover, the fundamental instrument of the Natura 2000 network in Europe into which the Member States have put a lot, pursuant to Community directives on the habitats of rare and endangered fauna and flora and on migratory birds, and which makes it possible to set up the protection of sites of high biological value in our States. I should like to say that those who run down this policy in their own States bear the responsibility for obstructing European nature conservation policies.","This is a pity because everyone within this Chamber knows that LIFE is a financial instrument which is not sufficient to carry out the projects submitted by Member States, a good many of which are turned down due to lack of funds. "
implicit ,europarl,europarl-fr-en-ep-00-02-15,fr_en_batch_15_item_03,conjunction,"A financial instrument of this order ought to be transparent and effective, and this is not the case for the following reasons: poorly defined selection criteria, dubious uncoordinated operations, assessments not made public and the lack of any assessment policy.  We are therefore proposing to amend the regulations as follows. Firstly, to reserve the acquisitions made thanks to LIFE funds exclusively to public bodies, subsequently, following invitation to tender, to entrust the management of these sites to authorised nature conservation associations.","It is a question of the continuity of the ownership of the acquisitions, since private law associations may disappear or resell acquisitions. "
implicit ,europarl,europarl-fr-en-ep-00-02-15,fr_en_batch_15_item_04,result,"The European Union should actually place social issues at the heart of the building of Europe.  Social rights should determine economic choices, and not the other way around. This is why, when it comes to social protection, we are opposed to schemes copied from the Luxembourg process which run counter to this rationale: broad economic guidelines, then convergence criteria and, finally, social issues, dealt with as the last resort.","The European Union should proclaim one general principle, to wit, that the social rights acquired in Member States may not be restricted. Any Community intervention should aim to complement and to harmonise existing guarantees according to the highest common denominator."
implicit ,europarl,europarl-fr-en-ep-00-02-15,fr_en_batch_15_item_05,arg2-as-detail,"This is why, when it comes to social protection, we are opposed to schemes copied from the Luxembourg process which run counter to this rationale: broad economic guidelines, then convergence criteria and, finally, social issues, dealt with as the last resort. The European Union should proclaim one general principle, to wit, that the social rights acquired in Member States may not be restricted.",Any Community intervention should aim to complement and to harmonise existing guarantees according to the highest common denominator. 
implicit ,europarl,europarl-fr-en-ep-00-02-15,fr_en_batch_15_item_06,arg2-as-detail,"This ratification is also necessary in the light of the enlargement of Europe. However, an objective is emerging behind this issue of Community accession, one I find as yet too theoretical but one that some Member States, nonetheless, find too offensive.","This is the affirmation of a European cultural policy. In this connection, I expect our three institutions, Parliament, the Commission and the Council, to be in agreement. Cultural policy means, in particular, defending the role of the arts, recognising the role of authors and setting high cultural standards.  In addition, at a time when Europe faces the task of defining a new policy on copyright and neighbouring rights, there is an urgent need- as has just been pointed out several times- to define and redefine what exactly an author is."
implicit ,europarl,europarl-fr-en-ep-00-02-15,fr_en_batch_15_item_07,contrast,"Cultural policy means, in particular, defending the role of the arts, recognising the role of authors and setting high cultural standards. In addition, at a time when Europe faces the task of defining a new policy on copyright and neighbouring rights, there is an urgent need- as has just been pointed out several times- to define and redefine what exactly an author is.",Our definitions are still too vague and new technologies now make it essential for us to clarify them. 
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_15_item_08,result,"The Treaties provide for the European Union to help developing countries to develop but, as the previous speakers have explained so well, there are various distortions to these declarations. The first area of incoherence is the lack of consultation between the Union and the Member States on individual cooperation policies.","This gives rise to serious malfunctions, because some Community programmes duplicate national programmes, whereas they might have helped other projects about which nothing is done. And let us not forget that the de facto neo-colonial policy of certain Member States does nothing to help the countries which they are supposedly helping to develop.  The second area of incoherence is aid to authoritarian regimes."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_15_item_09,arg2-as-instance,And let us not forget that the de facto neo-colonial policy of certain Member States does nothing to help the countries which they are supposedly helping to develop. The second area of incoherence is aid to authoritarian regimes.,We state that good governance and an end to corruption are mandatory but we continue to pour hundreds of thousands of euros into Swiss bank accounts via the portfolios of a number of Heads of State. The third area of incoherence is human rights.
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_15_item_10,arg2-as-detail,We state that good governance and an end to corruption are mandatory but we continue to pour hundreds of thousands of euros into Swiss bank accounts via the portfolios of a number of Heads of State. The third area of incoherence is human rights.,We say that we want to protect human rights. We encourage developing countries to respect human rights.
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_15_item_11,conjunction,The third area of incoherence is human rights. We say that we want to protect human rights.,We encourage developing countries to respect human rights. 
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_15_item_12,arg2-as-detail," First, the Committee on Development and Cooperation advocates the communitisation of the EDF; clearly that is misguided.","In our view, cooperation is, and should remain, an intergovernmental exercise. With Europe preparing to enlarge, communitising the EDF would make it easy to hide a lack of commitment behind the screen of the Community budget, quite apart from the fact that we would be wasting a fruitful and promising opportunity of associating our southern partners with our cooperation policy."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_15_item_13,conjunction,"First, the Committee on Development and Cooperation advocates the communitisation of the EDF; clearly that is misguided. In our view, cooperation is, and should remain, an intergovernmental exercise.","With Europe preparing to enlarge, communitising the EDF would make it easy to hide a lack of commitment behind the screen of the Community budget, quite apart from the fact that we would be wasting a fruitful and promising opportunity of associating our southern partners with our cooperation policy. Lastly, the Commission has, in the recent past, had trouble managing the funds for development and humanitarian aid transparently, as Mrs Maes has just reminded us so opportunely."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_15_item_14,conjunction,"In our view, cooperation is, and should remain, an intergovernmental exercise. With Europe preparing to enlarge, communitising the EDF would make it easy to hide a lack of commitment behind the screen of the Community budget, quite apart from the fact that we would be wasting a fruitful and promising opportunity of associating our southern partners with our cooperation policy.","Lastly, the Commission has, in the recent past, had trouble managing the funds for development and humanitarian aid transparently, as Mrs Maes has just reminded us so opportunely. Why should we add to them?"
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_15_item_15,result,"With Europe preparing to enlarge, communitising the EDF would make it easy to hide a lack of commitment behind the screen of the Community budget, quite apart from the fact that we would be wasting a fruitful and promising opportunity of associating our southern partners with our cooperation policy. Lastly, the Commission has, in the recent past, had trouble managing the funds for development and humanitarian aid transparently, as Mrs Maes has just reminded us so opportunely.","Why should we add to them? Secondly, we find it most regrettable that Mr Corrie's report should mention the trade and development agreement with South Africa because, in the final analysis, this report is typical of the amateur diplomacy to which the European Commission is taking ever more frequent recourse."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_15_item_16,conjunction,"Why should we add to them? Secondly, we find it most regrettable that Mr Corrie's report should mention the trade and development agreement with South Africa because, in the final analysis, this report is typical of the amateur diplomacy to which the European Commission is taking ever more frequent recourse.",It is perfectly astounding that the Union could have negotiated an agreement on behalf of the Member States in which a fundamental section is quite simply left blank. 
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_15_item_17,arg2-as-detail,"This proposal has two objectives: first, to amend the 1991 Council Directive on animal health conditions by removing the provisions on scrapie and, secondly, to introduce a new regulation establishing rules for preventing and combating transmissible spongiform encephalopathies (TSE) or BSE-type diseases affecting sheep and other animal species.  What is interesting abut this new legislation is that a specific legal basis is being created in order to combat scrapie.  What is even more satisfactory is that this was one of our main demands in our follow-up report on the mad cow crisis.  I also consider it essential, for the sake of coherence, that existing legislation on scrapie, which is limited to the trade in ovine and caprine animals, should be incorporated in a single and complete set of new rules on TSE affecting all animals throughout the European Union, rules designed to prevent the consumption of foodstuffs or feedingstuffs. These rules are all the more welcome in that doubts still persist as regards scrapie.","A number of scientific hypotheses maintain that scrapie developed into BSE in cows and therefore caused the BSE epidemic. Even if this proposal for a European Parliament and Council regulation to prevent and combat certain TSE needs to be made more accurate and more effective, especially as regards detecting and fighting scrapie, it is still a notable improvement."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_15_item_18,conjunction,"A number of scientific hypotheses maintain that scrapie developed into BSE in cows and therefore caused the BSE epidemic. Even if this proposal for a European Parliament and Council regulation to prevent and combat certain TSE needs to be made more accurate and more effective, especially as regards detecting and fighting scrapie, it is still a notable improvement.","It is a pledge to European citizens, who have voiced their concern, as regards European food policy, on many occasions. The European Parliament has relayed their concerns and they have been heard."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_15_item_19,result,"Even if this proposal for a European Parliament and Council regulation to prevent and combat certain TSE needs to be made more accurate and more effective, especially as regards detecting and fighting scrapie, it is still a notable improvement. It is a pledge to European citizens, who have voiced their concern, as regards European food policy, on many occasions.",The European Parliament has relayed their concerns and they have been heard. 
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_15_item_20,result,"Nor did we vote for it because it is all too vague, all too pie in the sky. And yet, in the chapter on aid and training for refugees, the report marks a step backwards from the initial text by stipulating that they no longer apply to refugees as such but to ""refugees within the meaning of the Geneva Convention"" .","This restriction is inadmissible at a time when countless refugees throughout Europe are in a drastic situation, with no protection, forced to work on the black market, and to hide, while so-called democratic governments and state police forces hunt them down. "
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_16_item_01,result," The ecological disaster on the banks of the Danube is a reminder, as if we needed one, that all too often human negligence jeopardises natural resources such as water.","The objective of this proposal for a directive, which dates back to 1997, is to put an end to the fragmentation of previous water legislation and protect surface water, coastal waters, inland waters and groundwater. It provides a framework within which we can prevent any further deterioration, protect ecosystems, promote sustainable water use, help to fight floods and drought and gradually eliminate the disposal of dangerous substances.  Specific directives will then be adopted within this framework."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_16_item_02,conjunction,"It provides a framework within which we can prevent any further deterioration, protect ecosystems, promote sustainable water use, help to fight floods and drought and gradually eliminate the disposal of dangerous substances. Specific directives will then be adopted within this framework.","The procedure involved in drafting this text was lengthy. The proposal for a directive was amended twice, first in 1997 and then in 1998.  A technical working party made up of Council and Parliament representatives met in January 1999 to try and reconcile the positions of the two institutions.  However, the Committee on the Environment has tabled numerous amendments, most of which I support."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_16_item_03,conjunction,"The proposal for a directive was amended twice, first in 1997 and then in 1998.  A technical working party made up of Council and Parliament representatives met in January 1999 to try and reconcile the positions of the two institutions. However, the Committee on the Environment has tabled numerous amendments, most of which I support.","As far as the timetable and objectives are concerned, the Council's objective is to achieve good quality surface water within 16 years of the entry into force of the directive, while the Committee on the Environment, Public Health and Consumer Policy wants this reduced to 10 years. "
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_16_item_04,arg2-as-detail,"It is minimalist on a number of points, especially with regard to the dates of entry into force of far too many provisions and the number of, and conditions for, implementing the derogations. However, the main problem is with the definition of the objective which the European Union wishes to pursue with this text.","The objective is of course to create, first and foremost, a clear general framework which will allow the law in this area to be simplified. However the Union should be seeking, beyond that, to improve the quality of both surface and groundwater.  Public health and the supply of drinking water are at stake, as are biological quality and diversity and the conservation of rural areas and species."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_16_item_05,result,"However the Union should be seeking, beyond that, to improve the quality of both surface and groundwater. Public health and the supply of drinking water are at stake, as are biological quality and diversity and the conservation of rural areas and species.","From this point of view, the common position is weak. I should like to see our Parliament defend a more ambitious position than the Council's position, but I should also like that position to be equally credible."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_16_item_06,result,"Public health and the supply of drinking water are at stake, as are biological quality and diversity and the conservation of rural areas and species. From this point of view, the common position is weak.","I should like to see our Parliament defend a more ambitious position than the Council's position, but I should also like that position to be equally credible. The ""zero input"" and ""zero pollution"" requirement, including for substances naturally present in water, is not realistic."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_16_item_07,arg2-as-denier,"I should like to see our Parliament defend a more ambitious position than the Council's position, but I should also like that position to be equally credible. The ""zero input"" and ""zero pollution"" requirement, including for substances naturally present in water, is not realistic.","I am not one of those MEPs who thinks that it is essential to adopt ""extremist"" amendments at second reading with the sole aim of gaining room for manoeuvre in preparation for negotiations with the Council of Ministers. "
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_16_item_08,result, The policies of the European Union also have much to answer for in this situation.,Of course we need to modernise these systems. 
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_16_item_09,arg2-as-denier, We have already had three resolutions on the death penalty approved in Geneva.,"We failed at the General Assembly last year on a fallacious pretext, I refer to article 2.7, which we are otherwise happy to adopt for all other texts. The question of the death penalty should therefore be raised at this year's General Assembly, certainly not at the Geneva session."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_16_item_10,result,"We have already had three resolutions on the death penalty approved in Geneva. We failed at the General Assembly last year on a fallacious pretext, I refer to article 2.7, which we are otherwise happy to adopt for all other texts.","The question of the death penalty should therefore be raised at this year's General Assembly, certainly not at the Geneva session. As Mr Patten said, and I would like to thank him for the positions which he defended, the crucial point is China.  Unfortunately, the positions taken by the Commission and the Council, or at least the presidency, are more than just a hair's breadth apart; this is serious, especially in the light of the Council's macho position on Austria.  In my view, as far as China is concerned, and knowing that the European Union's policy towards China has been a total failure, allegedly constructive dialogue has got us nowhere or, worse, it has given the Chinese new pretexts for increasing repression and for strengthening religious repression and the repression of freedoms (as Mrs Wallström has said with regard to the Internet) in all sectors, in Tibet, in inland Mongolia, in eastern Turkistan.  There is regression in every sector of Chinese civil society."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_16_item_11,result,"As Mr Patten said, and I would like to thank him for the positions which he defended, the crucial point is China.  Unfortunately, the positions taken by the Commission and the Council, or at least the presidency, are more than just a hair's breadth apart; this is serious, especially in the light of the Council's macho position on Austria.  In my view, as far as China is concerned, and knowing that the European Union's policy towards China has been a total failure, allegedly constructive dialogue has got us nowhere or, worse, it has given the Chinese new pretexts for increasing repression and for strengthening religious repression and the repression of freedoms (as Mrs Wallström has said with regard to the Internet) in all sectors, in Tibet, in inland Mongolia, in eastern Turkistan. There is regression in every sector of Chinese civil society.","It is a fact: China is the major threat, the major threat to us, the threat which we must confront, the threat to peace. It is the antithesis of democracy and you know as well as I that the Chinese, the Chinese leadership, is Communist first and Chinese second."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_16_item_12,conjunction,"There is regression in every sector of Chinese civil society. It is a fact: China is the major threat, the major threat to us, the threat which we must confront, the threat to peace.","It is the antithesis of democracy and you know as well as I that the Chinese, the Chinese leadership, is Communist first and Chinese second. "
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_16_item_13,result," We must start by going beyond man, who is not the master of the universe, to the source of all genuine rights and civilised values, without which the eternal claim to rights always ends in tyranny and bloodshed.","We need, in the ancient and mediaeval tradition of Europe, to go back to the natural order of the universe, i.e. to the Creation, and beyond that still further, to the Creator's intention. "
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_16_item_14,arg2-as-detail," This proposal is similar to the proposal submitted for other candidate countries and, once it is implemented, will replace the financial protocols which have now expired.","Pre-accession instruments are designed to provide technical and financial support for efforts by candidate countries to meet the demands of the Community acquis. The Commission's analysis has in fact shown that, although classified as high income countries by the World Bank, Cyprus and Malta have the same difficulties as the CEECs in transposing Community law due to their lack of administrative and judicial capacity."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_16_item_15,conjunction,"This proposal is similar to the proposal submitted for other candidate countries and, once it is implemented, will replace the financial protocols which have now expired. Pre-accession instruments are designed to provide technical and financial support for efforts by candidate countries to meet the demands of the Community acquis.","The Commission's analysis has in fact shown that, although classified as high income countries by the World Bank, Cyprus and Malta have the same difficulties as the CEECs in transposing Community law due to their lack of administrative and judicial capacity. It was pointed out, during the discussion of Mr Brok's excellent report in committee, that both countries can also benefit from the MEDA budget line for horizontal projects of regional interest."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_16_item_16,conjunction,"Pre-accession instruments are designed to provide technical and financial support for efforts by candidate countries to meet the demands of the Community acquis. The Commission's analysis has in fact shown that, although classified as high income countries by the World Bank, Cyprus and Malta have the same difficulties as the CEECs in transposing Community law due to their lack of administrative and judicial capacity.","It was pointed out, during the discussion of Mr Brok's excellent report in committee, that both countries can also benefit from the MEDA budget line for horizontal projects of regional interest. I would be grateful if the Commissioner could explicitly confirm that."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_16_item_17,result,"The Commission's analysis has in fact shown that, although classified as high income countries by the World Bank, Cyprus and Malta have the same difficulties as the CEECs in transposing Community law due to their lack of administrative and judicial capacity. It was pointed out, during the discussion of Mr Brok's excellent report in committee, that both countries can also benefit from the MEDA budget line for horizontal projects of regional interest.","I would be grateful if the Commissioner could explicitly confirm that. As far as Cyprus is concerned, part of the technical and financial aid provided for in the instruments will be used to bring the Greek and Turkish communities closer together and solve the problem of the partition of the island once and for all."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_16_item_18,conjunction,"It was pointed out, during the discussion of Mr Brok's excellent report in committee, that both countries can also benefit from the MEDA budget line for horizontal projects of regional interest. I would be grateful if the Commissioner could explicitly confirm that.","As far as Cyprus is concerned, part of the technical and financial aid provided for in the instruments will be used to bring the Greek and Turkish communities closer together and solve the problem of the partition of the island once and for all. The declarations made on the Cyprus question by the Council and the Commission were therefore most opportune and I should like to thank the President of the Council and Commissioner Verheugen."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_16_item_19,conjunction,"I would be grateful if the Commissioner could explicitly confirm that. As far as Cyprus is concerned, part of the technical and financial aid provided for in the instruments will be used to bring the Greek and Turkish communities closer together and solve the problem of the partition of the island once and for all.","The declarations made on the Cyprus question by the Council and the Commission were therefore most opportune and I should like to thank the President of the Council and Commissioner Verheugen. Since 4 July 1990, when Cyprus applied to join the EU, the European Parliament has passed numerous resolutions calling for a political solution in accordance with international law and the relevant resolutions of the Security Council of the United Nations."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_16_item_20,arg2-as-detail,"As far as Cyprus is concerned, part of the technical and financial aid provided for in the instruments will be used to bring the Greek and Turkish communities closer together and solve the problem of the partition of the island once and for all. The declarations made on the Cyprus question by the Council and the Commission were therefore most opportune and I should like to thank the President of the Council and Commissioner Verheugen.","Since 4 July 1990, when Cyprus applied to join the EU, the European Parliament has passed numerous resolutions calling for a political solution in accordance with international law and the relevant resolutions of the Security Council of the United Nations. In April 1999, Parliament again reiterated its position that the accession of Cyprus should benefit the whole island, and help towards a political solution, but that accession should not be dependent upon such a solution."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_17_item_01,precedence,"The declarations made on the Cyprus question by the Council and the Commission were therefore most opportune and I should like to thank the President of the Council and Commissioner Verheugen. Since 4 July 1990, when Cyprus applied to join the EU, the European Parliament has passed numerous resolutions calling for a political solution in accordance with international law and the relevant resolutions of the Security Council of the United Nations.","In April 1999, Parliament again reiterated its position that the accession of Cyprus should benefit the whole island, and help towards a political solution, but that accession should not be dependent upon such a solution. "
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_17_item_02,result,"What can the European Union do, without interfering in internal affairs in Cyprus, to promote a fair and viable solution to this drastic problem in a country which has been associated with the European Community for nearly 30 years and which is due to join the Union within the next few years? I have listened to the somewhat equivocal talk and silences on the part of the Council which, in my view, need clarifying.","I think that we need, first and foremost, to bear the main point of reference for any international community in such cases in mind, i.e. the resolutions of the United Nations. The Security Council feels that the solution to the Cypriot problem should be sought within the framework of a two-zone, twin-community federation, in other words a single state, as Mr Verheugen mentioned, consisting of two local administrations elected by the two communities."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_17_item_03,conjunction,"I have listened to the somewhat equivocal talk and silences on the part of the Council which, in my view, need clarifying. I think that we need, first and foremost, to bear the main point of reference for any international community in such cases in mind, i.e. the resolutions of the United Nations.","The Security Council feels that the solution to the Cypriot problem should be sought within the framework of a two-zone, twin-community federation, in other words a single state, as Mr Verheugen mentioned, consisting of two local administrations elected by the two communities. Cyprus should be one sovereign state, with a single international personality and single citizenship and this state should be demilitarised.  The international community has thus indicated that it rejects any act accomplished by force.  Secondly, the European Union stands to gain, in my view, by minimising the scope for interpretation of the position laid down by the Helsinki European Council.  The solution to the Cypriot problem cannot be a precondition to Cyprus's accession to the Union, as Mr Poos has reminded us."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_17_item_04,reason,"Cyprus should be one sovereign state, with a single international personality and single citizenship and this state should be demilitarised.  The international community has thus indicated that it rejects any act accomplished by force.  Secondly, the European Union stands to gain, in my view, by minimising the scope for interpretation of the position laid down by the Helsinki European Council. The solution to the Cypriot problem cannot be a precondition to Cyprus's accession to the Union, as Mr Poos has reminded us.","If it were, Turkey would have a sort of right of veto over the accession of Cyprus to the European Union, which is, of course, unacceptable. "
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_17_item_05,contrast,"I just want to ensure that there is no ambiguity. Mr Alyssandrakis was translated as saying ""the confederate solution would be best"" .","Obviously, he said ""the federal solution would be best"" . "
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_17_item_06,result," The eradication of poverty was central to our work and many speakers highlighted the need to preserve an essential tool for achieving that ambitious aim, to whit, preferential agreements between the European Union and the ACP countries within the framework of the Lomé Conventions.","The challenge was immense. Globalisation, free trade, and the hegemony of the WTO with its internationalist philosophy, were imperilling the very essence of the North-South dialogue.  So we can only applaud the conclusion of a new partnership agreement for development, and personally I am convinced that the work of the last Joint Assembly did have a decisive influence on breaking the deadlock in the negotiations, as did the new climate created by the events at Seattle.  However, while I welcome the renewal of the agreements, what I find most interesting is the new wind blowing through our relationships and finding expression in the balanced nature of the negotiations now drawing to a close."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_17_item_07,result,"Globalisation, free trade, and the hegemony of the WTO with its internationalist philosophy, were imperilling the very essence of the North-South dialogue.  So we can only applaud the conclusion of a new partnership agreement for development, and personally I am convinced that the work of the last Joint Assembly did have a decisive influence on breaking the deadlock in the negotiations, as did the new climate created by the events at Seattle. However, while I welcome the renewal of the agreements, what I find most interesting is the new wind blowing through our relationships and finding expression in the balanced nature of the negotiations now drawing to a close.","The European Union seems to me to have finally emerged from the old paternalist, or frankly neo-colonialist, logic where those giving aid are all too eager to start giving lessons, following a formula our friend Michel Rocard is so keen on. The Union has finally accepted the idea that dialogue cannot be genuine or effective unless it is the expression of a contract which respects the dignity of the partners."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_17_item_08,conjunction,"The European Union seems to me to have finally emerged from the old paternalist, or frankly neo-colonialist, logic where those giving aid are all too eager to start giving lessons, following a formula our friend Michel Rocard is so keen on. The Union has finally accepted the idea that dialogue cannot be genuine or effective unless it is the expression of a contract which respects the dignity of the partners.","By refusing to allow the idea of good governance to become a tool, in the hands of technocrats, for imposing new sets of conditions, the European Union is demonstrating wisdom and modesty. We have spent two centuries laying the foundations of a democracy whose fragility is constantly brought home to us by events."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_17_item_09,reason,"The Union has finally accepted the idea that dialogue cannot be genuine or effective unless it is the expression of a contract which respects the dignity of the partners. By refusing to allow the idea of good governance to become a tool, in the hands of technocrats, for imposing new sets of conditions, the European Union is demonstrating wisdom and modesty.",We have spent two centuries laying the foundations of a democracy whose fragility is constantly brought home to us by events. 
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_17_item_10,arg2-as-instance, I think this report is a small masterpiece of hypocrisy.,"Paragraph 5 holds up this agreement as an example. We know there are 13 applicant countries, from Lithuania to Turkey, and just one black hole in Europe, the Balkans, but because these countries are denied the opportunity to become applicants, we want to make them believe that this agreement is a miracle."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_17_item_11,arg2-as-detail,I think this report is a small masterpiece of hypocrisy. Paragraph 5 holds up this agreement as an example.,"We know there are 13 applicant countries, from Lithuania to Turkey, and just one black hole in Europe, the Balkans, but because these countries are denied the opportunity to become applicants, we want to make them believe that this agreement is a miracle. Paragraph 11 indicates that symbolic measures can replace the shared political outlook represented by applicant status."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_17_item_12,conjunction,"Paragraph 5 holds up this agreement as an example. We know there are 13 applicant countries, from Lithuania to Turkey, and just one black hole in Europe, the Balkans, but because these countries are denied the opportunity to become applicants, we want to make them believe that this agreement is a miracle.","Paragraph 11 indicates that symbolic measures can replace the shared political outlook represented by applicant status. But this is not just a masterpiece of hypocrisy, it is also an aberration, because, if negotiations begin tomorrow, this agreement will be signed in a year and will come into force in three years.  And I defy you to imagine that there will not be membership applications in due form from Croatia, Macedonia and Bosnia, amongst the Balkan countries, three years hence."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_17_item_13,arg2-as-instance,"But this is not just a masterpiece of hypocrisy, it is also an aberration, because, if negotiations begin tomorrow, this agreement will be signed in a year and will come into force in three years. And I defy you to imagine that there will not be membership applications in due form from Croatia, Macedonia and Bosnia, amongst the Balkan countries, three years hence.","A few days ago Mr Racan announced that Croatia's formal membership application would be presented at the end of 2000. There are bound to be other applications and this great work, this fine intellectual architecture, will crumble, left behind by events just as we have been left behind by everything that has been happening in the former Yugoslavia for the past 20 years."
implicit ,europarl,europarl-fr-en-ep-00-02-16,fr_en_batch_17_item_14,result,"And I defy you to imagine that there will not be membership applications in due form from Croatia, Macedonia and Bosnia, amongst the Balkan countries, three years hence. A few days ago Mr Racan announced that Croatia's formal membership application would be presented at the end of 2000.","There are bound to be other applications and this great work, this fine intellectual architecture, will crumble, left behind by events just as we have been left behind by everything that has been happening in the former Yugoslavia for the past 20 years. "
