instance_id	question_start	level-2	level-3	question	answer	sent_q
original_en_batch_04_item_05	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that I stated nothing but the truth when I said that the appointment of special envoys was a matter for the Council	As it happens, we deal with the budgetary consequences, the Council makes the appointment.	sent1
original_en_batch_04_item_05	For what purpose	Contingency.Purpose	ARG2-AS-GOAL	For what purpose did I say that the appointment of special envoys was a matter for the Council	As it happens, we deal with the budgetary consequences, the Council makes the appointment.	sent1
original_en_batch_04_item_05	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that I stated nothing but the truth when I said that the appointment of special envoys was a matter for the Council	As it happens, we deal with the budgetary consequences, the Council makes the appointment.	sent1
original_en_batch_04_item_05	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ I stated nothing but the truth when I said that the appointment of special envoys was a matter for the Council.	As it happens, we deal with the budgetary consequences, the Council makes the appointment.	sent1
original_en_batch_04_item_05	What is the reason	Contingency.Cause	REASON	What is the reason _ I said that the appointment of special envoys was a matter for the Council	As it happens, we deal with the budgetary consequences, the Council makes the appointment.	sent1
original_en_batch_04_item_06	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what _ I have much sympathy with what the honourable Member has said about cultural heritage and about the Buddhist tradition.	Like the honourable Member I have read the autobiography of the Dalai Lama.	sent1
original_en_batch_04_item_06	What is the reason	Contingency.Cause	REASON	What is the reason _ I have much sympathy with what the honourable Member has said about cultural heritage and about the Buddhist tradition	Like the honourable Member I have read the autobiography of the Dalai Lama.	sent1
original_en_batch_04_item_06	What is similar to	Comparison.Similarity	Comparison.Similarity	What is similar to _ what the honourable Member has said	Like the honourable Member I have read the autobiography of the Dalai Lama.	sent1
original_en_batch_04_item_06	After what	Temporal.Asynchronous	PRECEDENCE	After what the fact that I have read the autobiography of the Dalai La	I have much sympathy with what the honourable Member has said about cultural heritage and about the Buddhist tradition.	sent2
original_en_batch_04_item_06	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that I have much sympathy with what the honourable Member has said about cultural heritage and about the Buddhist tradition.	Like the honourable Member I have read the autobiography of the Dalai Lama.	sent1
original_en_batch_04_item_06	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that I have much sympathy with what the honourable Member has said about cultural heritage and about the Buddhist tradition	Like the honourable Member I have read the autobiography of the Dalai Lama.	sent1
original_en_batch_04_item_06	What is the result of	Contingency.Cause	REASON	What is the result of _ having read the autobiography of the Dalai Lama	I have much sympathy with what the honourable Member has said about cultural heritage and about the Buddhist tradition.	sent2
original_en_batch_04_item_06	What is the result of	Contingency.Cause	REASON	What is the result of the fact that Like the honourable Member I have read the autobiography of the Dalai Lama	I have much sympathy with what the honourable Member has said about cultural heritage and about the Buddhist tradition.	sent2
original_en_batch_04_item_06	What is the reason	Contingency.Cause	REASON	What is the reason _ I have much sympathy with what the honourable Member has said about cultural heritage and about the Buddhist tradition.	Like the honourable Member I have read the autobiography of the Dalai Lama.	sent1
original_en_batch_04_item_06	What is the result of	Contingency.Cause	REASON	What is the result of the fact that I have read the autobiography of the Dalai Lama	I have much sympathy with what the honourable Member has said about cultural heritage and about the Buddhist tradition.	sent2
original_en_batch_04_item_07	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ I have read the autobiography of the Dalai Lama.	It is an extremely moving account, not just of his responsibilities in and towards Tibet but also of his spiritual views as well.	sent1
original_en_batch_04_item_07	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ the autobiography of the Dalai Lama	It is an extremely moving account, not just of his responsibilities in and towards Tibet but also of his spiritual views as well.	sent1
original_en_batch_04_item_07	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ the autobiography of the Dalai Lama	It is an extremely moving account, not just of his responsibilities in and towards Tibet but also of his spiritual views as well.	sent1
original_en_batch_04_item_07	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ I have read the autobiography of the Dalai Lama.	It is an extremely moving account, not just of his responsibilities in and towards Tibet but also of his spiritual views as well.	sent1
original_en_batch_04_item_07	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ the autobiography of the Dalai Lama	It is an extremely moving account, not just of his responsibilities in and towards Tibet but also of his spiritual views as well.	sent1
original_en_batch_04_item_07	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that Like the honourable Member I have read the autobiography of the Dalai Lama	It is an extremely moving account, not just of his responsibilities in and towards Tibet but also of his spiritual views as well.	sent1
original_en_batch_04_item_07	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ reading the autobiography of the Dalai Lama	It is an extremely moving account, not just of his responsibilities in and towards Tibet but also of his spiritual views as well.	sent1
original_en_batch_04_item_07	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that Like the honourable Member I have read the autobiography of the Dalai Lama	It is an extremely moving account, not just of his responsibilities in and towards Tibet but also of his spiritual views as well.	sent1
original_en_batch_04_item_07	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what is it an extremely moving account, not just of his responsibilities in and towards Tibet but also of his spiritual views as well.	Like the honourable Member I have read the autobiography of the Dalai Lama.	sent2
original_en_batch_04_item_07	What is the reason	Contingency.Cause	REASON	What is the reason _ I have read the autobiography of the Dalai Lama	It is an extremely moving account, not just of his responsibilities in and towards Tibet but also of his spiritual views as well.	sent1
original_en_batch_04_item_08	What is an example of	Expansion.Instantiation	ARG2-AS-INSTANCE	What is an example of _ The newspaper reports were misleading.	I do not think there is any difference between us and the Ombudsman.	sent1
original_en_batch_04_item_08	What is the reason	Contingency.Cause	REASON	What is the reason _ The newspaper reports were misleading	I do not think there is any difference between us and the Ombudsman.	sent1
original_en_batch_04_item_08	What is contrasted with	Comparison.Contrast	Comparison.Contrast	What is contrasted with _ the newspaper reports	I do not think there is any difference between us and the Ombudsman.	sent1
original_en_batch_04_item_08	What is a specific circumstance in which	Expansion.Instantiation	ARG2-AS-INSTANCE	What is a specific circumstance in which _ The newspaper reports were misleading	I do not think there is any difference between us and the Ombudsman.	sent1
original_en_batch_04_item_08	What is the reason	Contingency.Cause	REASON	What is the reason _ the newspaper reports were misleading.	I do not think there is any difference between us and the Ombudsman.	sent1
original_en_batch_04_item_08	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that The newspaper reports were misleading	I do not think there is any difference between us and the Ombudsman.	sent1
original_en_batch_04_item_08	While what	Temporal.Synchronous	Temporal.Synchronous	While what _ The newspaper reports were misleading	I do not think there is any difference between us and the Ombudsman.	sent1
original_en_batch_04_item_08	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ The newspaper reports were misleading	I do not think there is any difference between us and the Ombudsman.	sent1
original_en_batch_04_item_08	What is the reason	Contingency.Cause	REASON	What is the reason are The newspaper reports were misleading.	I do not think there is any difference between us and the Ombudsman.	sent1
original_en_batch_04_item_08	What is the result of	Contingency.Cause	RESULT	What is the result of the fact that The newspaper reports were misleading	I do not think there is any difference between us and the Ombudsman.	sent1
original_en_batch_04_item_09	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what _ I do not think there is any difference between us and the Ombudsman.	There is a question about the legislative base on which we have taken the best advice and I think we are soundly placed on that.	sent1
original_en_batch_04_item_09	What is the reason	Contingency.Cause	REASON	What is the reason _ I do not think there is any difference between us and the Ombudsman	There is a question about the legislative base on which we have taken the best advice and I think we are soundly placed on that.	sent1
original_en_batch_04_item_09	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that I do not think there is any difference between us and the Ombudsman.	There is a question about the legislative base on which we have taken the best advice and I think we are soundly placed on that.	sent1
original_en_batch_04_item_09	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ I do not think there is any difference between us and the Ombudsman.	There is a question about the legislative base on which we have taken the best advice and I think we are soundly placed on that.	sent1
original_en_batch_04_item_09	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that I do not think there is any difference between us and the Ombudsman.	There is a question about the legislative base on which we have taken the best advice and I think we are soundly placed on that.	sent1
original_en_batch_04_item_09	Despite what	Comparison.Concession	ARG2-AS-DENIER	Despite what is There a question about the legislative base on which we have taken the best advice and I think we are soundly placed on that	I do not think there is any difference between us and the Ombudsman.	sent2
original_en_batch_04_item_09	While what	Temporal.Synchronous	Temporal.Synchronous	While what _ I do not think there is any difference between us and the Ombudsman	There is a question about the legislative base on which we have taken the best advice and I think we are soundly placed on that.	sent1
original_en_batch_04_item_09	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ I do not think there is any difference between us and the Ombudsman	There is a question about the legislative base on which we have taken the best advice and I think we are soundly placed on that.	sent1
original_en_batch_04_item_09	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ I do not think there is any difference between us and the Ombudsman	There is a question about the legislative base on which we have taken the best advice and I think we are soundly placed on that.	sent1
original_en_batch_04_item_09	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that I do not think there is any difference between us and the Ombudsman	There is a question about the legislative base on which we have taken the best advice and I think we are soundly placed on that.	sent1
original_en_batch_04_item_10	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ There is a question about the legislative base on which we have taken the best advice and I think we are soundly placed on that.	I want to repeat that honourable Members, like the honourable Member who asked the question, who take a particular interest in this issue, will want to have a dialogue about it.	sent1
original_en_batch_04_item_10	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that There is a question about the legislative base on which we have taken the best advice	I want to repeat that honourable Members, like the honourable Member who asked the question, who take a particular interest in this issue, will want to have a dialogue about it.	sent1
original_en_batch_04_item_10	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what _ there is a question about the legislative base	I want to repeat that honourable Members, like the honourable Member who asked the question, who take a particular interest in this issue, will want to have a dialogue about it.	sent1
original_en_batch_04_item_10	In what case	Contingency.Condition	ARG1-AS-COND	In what case will he honourable Member who asked the question, who take a particular interest in this issue, will want to have a dialogue about it.	There is a question about the legislative base on which we have taken the best advice and I think we are soundly placed on that.	sent2
original_en_batch_04_item_10	What is contrasted with	Comparison.Contrast	Comparison.Contrast	What is contrasted with the fact that I think we are soundly placed on that	I want to repeat that honourable Members, like the honourable Member who asked the question, who take a particular interest in this issue, will want to have a dialogue about it.	sent1
original_en_batch_04_item_10	What is the result of	Contingency.Cause	RESULT	What is the result of the fact that There is a question about the legislative base on which we have taken the best advice and I think we are soundly placed on that	I want to repeat that honourable Members, like the honourable Member who asked the question, who take a particular interest in this issue, will want to have a dialogue about it.	sent1
original_en_batch_04_item_10	While what	Temporal.Synchronous	Temporal.Synchronous	While what _ There is a question about the legislative base on which we have taken the best advice and I think we are soundly placed on that	I want to repeat that honourable Members, like the honourable Member who asked the question, who take a particular interest in this issue, will want to have a dialogue about it.	sent1
original_en_batch_04_item_10	What is the result of	Contingency.Cause	RESULT	What is the result of _ a question about the legislative base on which we have taken the best advice and I think we are soundly placed on that	I want to repeat that honourable Members, like the honourable Member who asked the question, who take a particular interest in this issue, will want to have a dialogue about it.	sent1
original_en_batch_04_item_10	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ There is a question about the legislative base on which we have taken the best advice and I think we are soundly placed on that	I want to repeat that honourable Members, like the honourable Member who asked the question, who take a particular interest in this issue, will want to have a dialogue about it.	sent1
original_en_batch_04_item_10	What is the reason	Contingency.Cause	RESULT	What is the reason _ honourable Members will want to have a dialogue about  it	There is a question about the legislative base on which we have taken the best advice and I think we are soundly placed on that.	sent2
original_en_batch_04_item_12	What is the reason	Contingency.Cause	REASON	What is the reason _ to meet and have discussions with some of the Central Asian republics.	I am very anxious that we should strengthen our relationship with them.	sent1
original_en_batch_04_item_12	What is the result of	Contingency.Cause	RESULT	What is the result of the fact that We were able to meet and have discussions with some of the Central Asian republics	I am very anxious that we should strengthen our relationship with them.	sent1
original_en_batch_04_item_12	What is the reason	Contingency.Cause	REASON	What is the reason _ We had discussions with some of the Central Asian republics.	I am very anxious that we should strengthen our relationship with them.	sent1
original_en_batch_04_item_12	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on _ I am very anxious that we should strengthen our relationship with them.	We were able, at the Istanbul Summit a couple of weeks ago, to meet and have discussions with some of the Central Asian republics.	sent2
original_en_batch_04_item_12	For what purpose	Contingency.Purpose	ARG2-AS-GOAL	For what purpose _ were we able, at the Istanbul Summit a couple of weeks ago, to meet and have discussions with some of the Central Asian republics.	I am very anxious that we should strengthen our relationship with them.	sent1
original_en_batch_04_item_12	What is the result of	Contingency.Cause	RESULT	What is the result of the fact that We were able, at the Istanbul Summit a couple of weeks ago, to meet and have discussions with some of the Central Asian republics	I am very anxious that we should strengthen our relationship with them.	sent1
original_en_batch_04_item_12	After what	Temporal.Asynchronous	PRECEDENCE	After what _ am I very anxious that we should strengthen our relationship with them	We were able, at the Istanbul Summit a couple of weeks ago, to meet and have discussions with some of the Central Asian republics.	sent2
original_en_batch_04_item_12	After what	Temporal.Asynchronous	SUCCESSION	After what _ We were able, at the Istanbul Summit a couple of weeks ago, to meet and have discussions with some of the Central Asian republics.	I am very anxious that we should strengthen our relationship with them.	sent1
original_en_batch_04_item_12	For what purpose	Contingency.Purpose	ARG2-AS-GOAL	For what purpose are We able, at the Istanbul Summit a couple of weeks ago, to meet and have discussions with some of the Central Asian republics	I am very anxious that we should strengthen our relationship with them.	sent1
original_en_batch_04_item_12	Despite what	Comparison.Concession	ARG2-AS-DENIER	Despite what _ am I anxious that we should strengthen our relationship with them	We were able, at the Istanbul Summit a couple of weeks ago, to meet and have discussions with some of the Central Asian republics.	sent2
original_en_batch_04_item_13	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what _ I am very anxious that we should strengthen our relationship with them.	I can send the honourable Member, if he would like, a detailed breakdown of exactly where we stand on the negotiation of partnership and cooperation agreements with each of the Central Asian republics.	sent1
original_en_batch_04_item_13	What is an example of	Expansion.Instantiation	ARG2-AS-INSTANCE	What is an example of the fact that I am very anxious that we should strengthen our relationship with them	I can send the honourable Member, if he would like, a detailed breakdown of exactly where we stand on the negotiation of partnership and cooperation agreements with each of the Central Asian republics.	sent1
original_en_batch_04_item_13	What is an example of	Expansion.Instantiation	ARG2-AS-INSTANCE	What is an example of _ our relationship with them	I can send the honourable Member, if he would like, a detailed breakdown of exactly where we stand on the negotiation of partnership and cooperation agreements with each of the Central Asian republics.	sent1
original_en_batch_04_item_13	What is the result of	Contingency.Cause	RESULT	What is the result of _ we should strengthen our relationship with them.	I can send the honourable Member, if he would like, a detailed breakdown of exactly where we stand on the negotiation of partnership and cooperation agreements with each of the Central Asian republics.	sent1
original_en_batch_04_item_13	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that I am very anxious that we should strengthen our relationship with them.	I can send the honourable Member, if he would like, a detailed breakdown of exactly where we stand on the negotiation of partnership and cooperation agreements with each of the Central Asian republics.	sent1
original_en_batch_04_item_13	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what the fact that I am very anxious that we should strengthen our relationship with them	I can send the honourable Member, if he would like, a detailed breakdown of exactly where we stand on the negotiation of partnership and cooperation agreements with each of the Central Asian republics.	sent1
original_en_batch_04_item_13	Despite what	Comparison.Concession	ARG1-AS-DENIER	Despite what _ I am very anxious that we should strengthen our relationship with them	I can send the honourable Member, if he would like, a detailed breakdown of exactly where we stand on the negotiation of partnership and cooperation agreements with each of the Central Asian republics.	sent1
original_en_batch_04_item_13	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ I am very anxious that we should strengthen our relationship with them	I can send the honourable Member, if he would like, a detailed breakdown of exactly where we stand on the negotiation of partnership and cooperation agreements with each of the Central Asian republics.	sent1
original_en_batch_04_item_13	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what _ I can send the honourable Member, if he would like, a detailed breakdown of exactly where we stand on the negotiation of partnership and cooperation agreements with each of the Central Asian republics	I am very anxious that we should strengthen our relationship with them.	sent2
original_en_batch_04_item_13	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that I am very anxious that we should strengthen our relationship with them	I can send the honourable Member, if he would like, a detailed breakdown of exactly where we stand on the negotiation of partnership and cooperation agreements with each of the Central Asian republics.	sent1
original_en_batch_04_item_20	What is the result of	Contingency.Cause	RESULT	What is the result of _ The Socialist Group will be voting to grant discharge.	I am sure you will be relieved to hear that as well.	sent1
original_en_batch_04_item_20	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that The Socialist Group will be voting to grant discharge	I am sure you will be relieved to hear that as well.	sent1
original_en_batch_04_item_20	What is an example of	Expansion.Instantiation	ARG1-AS-INSTANCE	What is an example of _ you being relieved to hear	The Socialist Group will be voting to grant discharge.	sent2
original_en_batch_04_item_20	What is the reason	Contingency.Cause	RESULT	What is the reason _ you will be relieved to hear that	The Socialist Group will be voting to grant discharge.	sent2
original_en_batch_04_item_20	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on the fact that I am sure you will be relieved to hear that as well.	The Socialist Group will be voting to grant discharge.	sent2
original_en_batch_04_item_20	What is the reason	Contingency.Cause	RESULT	What is the reason the fact that I am sure you will be relieved to hear that as well	The Socialist Group will be voting to grant discharge.	sent2
original_en_batch_04_item_20	While what	Temporal.Synchronous	Temporal.Synchronous	While what _ am I sure you will be relieved to hear that as well	The Socialist Group will be voting to grant discharge.	sent2
original_en_batch_04_item_20	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that The Socialist Group will be voting to grant discharge	I am sure you will be relieved to hear that as well.	sent1
original_en_batch_04_item_20	What is the reason	Contingency.Cause	RESULT	What is the reason _ I am sure you will be relieved to hear that as well	The Socialist Group will be voting to grant discharge.	sent2
original_en_batch_04_item_20	What is the result of	Contingency.Cause	RESULT	What is the result of the fact that The Socialist Group will be voting to grant discharge	I am sure you will be relieved to hear that as well.	sent1
﻿original_en_batch_05_item_01	What is the result of	Contingency.Cause	RESULT	What is the result of _ Parliament decided to postpone the discharge for the 1997 financial year pending commitments from the new European Commission regarding internal reform.	In response to this the Commission has entered into various commitments and has certainly adopted many reform measures.	sent1
﻿original_en_batch_05_item_01	What is the reason	Contingency.Cause	RESULT	What is the reason _ the Commission has entered into various commitments and has certainly adopted many reform measures	Mr President, we all recall that Parliament decided to postpone the discharge for the 1997 financial year pending commitments from the new European Commission regarding internal reform.	sent2
﻿original_en_batch_05_item_01	What is the result of	Contingency.Cause	RESULT	What is the result of _ Parliament deciding to postpone the discharge for the 1997 financial year pending commitments	In response to this the Commission has entered into various commitments and has certainly adopted many reform measures.	sent1
﻿original_en_batch_05_item_01	What is the reason	Contingency.Cause	RESULT	What is the reason _ the Commission has entered into various commitments and has certainly adopted many reform measures	Mr President, we all recall that Parliament decided to postpone the discharge for the 1997 financial year pending commitments from the new European Commission regarding internal reform.	sent2
﻿original_en_batch_05_item_01	What is the result of	Contingency.Cause	RESULT	What is the result of _ Parliament deciding to postpone the discharge for the 1997 financial year pending commitments from the new European Commission regarding internal reform.	In response to this the Commission has entered into various commitments and has certainly adopted many reform measures.	sent1
﻿original_en_batch_05_item_01	What is the reason	Contingency.Cause	RESULT	What is the reason the fact that the Commission has entered into various commitments and has certainly adopted many reform measures	Mr President, we all recall that Parliament decided to postpone the discharge for the 1997 financial year pending commitments from the new European Commission regarding internal reform.	sent2
﻿original_en_batch_05_item_01	After what	Temporal.Asynchronous	PRECEDENCE	After what has the Commission entered into various commitments and certainly adopted many reform measures	Mr President, we all recall that Parliament decided to postpone the discharge for the 1997 financial year pending commitments from the new European Commission regarding internal reform.	sent2
﻿original_en_batch_05_item_01	What is the result of	Contingency.Cause	RESULT	What is the result of the fact that we all recall that Parliament decided to postpone the discharge for the 1997 financial year pending commitments from the new European Commission regarding internal reform	In response to this the Commission has entered into various commitments and has certainly adopted many reform measures.	sent1
﻿original_en_batch_05_item_01	After what	Temporal.Asynchronous	PRECEDENCE	After what did the Commission has entered into various commitments and has certainly adopted many reform measures.	Mr President, we all recall that Parliament decided to postpone the discharge for the 1997 financial year pending commitments from the new European Commission regarding internal reform.	sent2
﻿original_en_batch_05_item_01	What is the result of	Contingency.Cause	RESULT	What is the result of the fact that Parliament decided to postpone the discharge pending commitments from the new European Commission	In response to this the Commission has entered into various commitments and has certainly adopted many reform measures.	sent1
original_en_batch_05_item_02	What is the result of	Contingency.Cause	RESULT	What is the result of _ In response to this the Commission has entered into various commitments and has certainly adopted many reform measures.	It is fair to say that the new President, Mr Prodi, and his team are certainly committed to implementing the financial control requirements as laid down by this Parliament.	sent1
original_en_batch_05_item_02	What is the result of	Contingency.Cause	RESULT	What is the result of the fact that the Commission has entered into various commitments and has certainly adopted many reform measures	It is fair to say that the new President, Mr Prodi, and his team are certainly committed to implementing the financial control requirements as laid down by this Parliament.	sent1
original_en_batch_05_item_02	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what _ the Commission has entered into	It is fair to say that the new President, Mr Prodi, and his team are certainly committed to implementing the financial control requirements as laid down by this Parliament.	sent1
original_en_batch_05_item_02	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on the fact that the new President, Mr Prodi, and his team are certainly committed to implementing the financial control requirements as laid down by this Parliament.	In response to this the Commission has entered into various commitments and has certainly adopted many reform measures.	sent2
original_en_batch_05_item_02	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that the Commission has entered into various commitments and has certainly adopted many reform measures.	It is fair to say that the new President, Mr Prodi, and his team are certainly committed to implementing the financial control requirements as laid down by this Parliament.	sent1
original_en_batch_05_item_02	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that the Commission has entered into various commitments and has certainly adopted many reform measures	It is fair to say that the new President, Mr Prodi, and his team are certainly committed to implementing the financial control requirements as laid down by this Parliament.	sent1
original_en_batch_05_item_02	What is the result of	Contingency.Cause	RESULT	What is the result of _ the Commission entering  into various commitments and adopting  reform measures	It is fair to say that the new President, Mr Prodi, and his team are certainly committed to implementing the financial control requirements as laid down by this Parliament.	sent1
original_en_batch_05_item_02	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ In response to this the Commission has entered into various commitments and has certainly adopted many reform measures	It is fair to say that the new President, Mr Prodi, and his team are certainly committed to implementing the financial control requirements as laid down by this Parliament.	sent1
original_en_batch_05_item_02	What is the result of	Contingency.Cause	RESULT	What is the result of _ the Commission has entered into various commitments and has certainly adopted many reform measures.	It is fair to say that the new President, Mr Prodi, and his team are certainly committed to implementing the financial control requirements as laid down by this Parliament.	sent1
original_en_batch_05_item_02	What is the reason	Contingency.Cause	REASON	What is the reason _ the Commission has entered into various commitments and adopted many reform measures	It is fair to say that the new President, Mr Prodi, and his team are certainly committed to implementing the financial control requirements as laid down by this Parliament.	sent1
original_en_batch_05_item_03	What is the reason	Contingency.Cause	RESULT	What is the reason _ On 15 March the committee published its first report concluding that : " It is becoming difficult to find anyone who has even the slightest sense of responsibility".	Mr President, this time last year the European Parliament set up a committee of independent experts chaired by Mr Middelhoek to investigate allegations of fraud, nepotism and corruption in the European Commission.	sent2
original_en_batch_05_item_03	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that this time last year the European Parliament set up a committee of independent experts chaired by Mr Middelhoek to investigate allegations of fraud, nepotism and corruption in the European Commission.	On 15 March the committee published its first report concluding that :  It is becoming difficult to find anyone who has even the slightest sense of responsibility.	sent1
original_en_batch_05_item_03	What is the result of	Contingency.Cause	RESULT	What is the result of the fact that he European Parliament set up a committee of independent experts chaired by Mr Middelhoek to investigate allegations of fraud, nepotism and corruption in the European Commission.	On 15 March the committee published its first report concluding that :  It is becoming difficult to find anyone who has even the slightest sense of responsibility.	sent1
original_en_batch_05_item_03	After what	Temporal.Asynchronous	PRECEDENCE	After what did he committee publish its first report concluding that : " It is becoming difficult to find anyone who has even the slightest sense of responsibility"	Mr President, this time last year the European Parliament set up a committee of independent experts chaired by Mr Middelhoek to investigate allegations of fraud, nepotism and corruption in the European Commission.	sent2
original_en_batch_05_item_03	What is the result of	Contingency.Cause	RESULT	What is the result of _ the European Parliament setting up a committee of independent experts chaired by Mr Middelhoek to investigate allegations of fraud, nepotism and corruption in the European Commission.	On 15 March the committee published its first report concluding that :  It is becoming difficult to find anyone who has even the slightest sense of responsibility.	sent1
original_en_batch_05_item_03	What is the result of	Contingency.Cause	RESULT	What is the result of _ the European Parliament setting up a committee of independent experts to investigate allegations of fraud, nepotism and corruption in the European Commission.	On 15 March the committee published its first report concluding that :  It is becoming difficult to find anyone who has even the slightest sense of responsibility.	sent1
original_en_batch_05_item_03	After what	Temporal.Asynchronous	PRECEDENCE	After what did the committee published its first report On 15 March	Mr President, this time last year the European Parliament set up a committee of independent experts chaired by Mr Middelhoek to investigate allegations of fraud, nepotism and corruption in the European Commission.	sent2
original_en_batch_05_item_03	What is the result of	Contingency.Cause	RESULT	What is the result of _ the European Parliament set up a committee of independent experts chaired by Mr Middelhoek to investigate allegations of fraud, nepotism and corruption in the European Commission	On 15 March the committee published its first report concluding that :  It is becoming difficult to find anyone who has even the slightest sense of responsibility.	sent1
original_en_batch_05_item_03	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ this time last year the European Parliament set up a committee of independent experts chaired by Mr Middelhoek to investigate allegations of fraud, nepotism and corruption in the European Commission. Mr President, th	On 15 March the committee published its first report concluding that :  It is becoming difficult to find anyone who has even the slightest sense of responsibility.	sent1
original_en_batch_05_item_03	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ allegations of fraud, nepotism and corruption in the European Commission.	On 15 March the committee published its first report concluding that :  It is becoming difficult to find anyone who has even the slightest sense of responsibility.	sent1
original_en_batch_05_item_06	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ Since then the Brussels landscape has changed beyond recognition; a new, reinvigorated Parliament has been elected and a new Commission confirmed in office.	Speaking in this House on 21 July President- designate Prodi undertook to take full account of the second report of the Committee of Independent Experts on Commission reform, which contains 90 detailed recommendations and which we are debating today.	sent1
original_en_batch_05_item_06	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that the Brussels landscape has changed beyond recognition; a new, reinvigorated Parliament has been elected and a new Commission confirmed in office.	Speaking in this House on 21 July President- designate Prodi undertook to take full account of the second report of the Committee of Independent Experts on Commission reform, which contains 90 detailed recommendations and which we are debating today.	sent1
original_en_batch_05_item_06	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that a new, reinvigorated Parliament has been elected and a new Commission confirmed in office.	Speaking in this House on 21 July President- designate Prodi undertook to take full account of the second report of the Committee of Independent Experts on Commission reform, which contains 90 detailed recommendations and which we are debating today.	sent1
original_en_batch_05_item_06	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that he Brussels landscape has changed beyond recognition	Speaking in this House on 21 July President- designate Prodi undertook to take full account of the second report of the Committee of Independent Experts on Commission reform, which contains 90 detailed recommendations and which we are debating today.	sent1
