itemid	datasource	genre	subgenre	orig_lang	speaker_id	reflabel	Category	maj_agreement_ref_dc	maj_agreement_ref_qa	observations_qa	maxagree_qa	majority_softlabel_qa	majoritylabel_sampled_qa	majority_distrlabel20_qa	majority_distrlabel40_qa	arg1	arg2	sent1	sent2
wiki_189	0019_Mississippi River	wikipedia	NA	English	NA	conjunction,arg2-as-detail	arg2-as-detail+conjunction	y	y	10	0.6	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.6; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail;conjunction	arg2-as-detail;conjunction	The Mississippi River is the second- longest river and chief river of the second- largest drainage system on the North American continent, second only to the Hudson Bay drainage system. From its traditional source of Lake Itasca in northern Minnesota, it flows generally south for 2,320 miles (3,730 km) to the Mississippi River Delta in the Gulf of Mexico. With its many tributaries, the Mississippi's watershed drains all or parts of 32 U.S. states and two Canadian provinces between the Rocky and Appalachian mountains.	The main stem is entirely within the United States; the total drainage basin is 1,151,000 sq mi (2,980,000 km2), of which only about one percent is in Canada. The Mississippi ranks as the fifteenth- largest river by discharge in the world.	With its many tributaries, the Mississippi's watershed drains all or parts of 32 U.S. states and two Canadian provinces between the Rocky and Appalachian mountains.	The main stem is entirely within the United States; the total drainage basin is 1,151,000 sq mi (2,980,000 km2), of which only about one percent is in Canada.
wiki_190	0019_Mississippi River	wikipedia	NA	English	NA	conjunction,norel	conjunction+norel	y	y	10	0.4	synchronous:0.1; precedence:0; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.3; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	arg1-as-detail;conjunction	conjunction	The Mississippi River is the second- longest river and chief river of the second- largest drainage system on the North American continent, second only to the Hudson Bay drainage system. From its traditional source of Lake Itasca in northern Minnesota, it flows generally south for 2,320 miles (3,730 km) to the Mississippi River Delta in the Gulf of Mexico. With its many tributaries, the Mississippi's watershed drains all or parts of 32 U.S. states and two Canadian provinces between the Rocky and Appalachian mountains. The main stem is entirely within the United States; the total drainage basin is 1,151,000 sq mi (2,980,000 km2), of which only about one percent is in Canada.	The Mississippi ranks as the fifteenth- largest river by discharge in the world. The river either borders or passes through the states of Minnesota, Wisconsin, Iowa, Illinois, Missouri, Kentucky, Tennessee, Arkansas, Mississippi, and Louisiana.	The main stem is entirely within the United States; the total drainage basin is 1,151,000 sq mi (2,980,000 km2), of which only about one percent is in Canada.	The Mississippi ranks as the fifteenth- largest river by discharge in the world.
wiki_191	0019_Mississippi River	wikipedia	NA	English	NA	conjunction	conjunction	y	y	10	0.5	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	arg2-as-instance;conjunction;arg2-as-detail	conjunction	The Mississippi River is the second- longest river and chief river of the second- largest drainage system on the North American continent, second only to the Hudson Bay drainage system. From its traditional source of Lake Itasca in northern Minnesota, it flows generally south for 2,320 miles (3,730 km) to the Mississippi River Delta in the Gulf of Mexico. With its many tributaries, the Mississippi's watershed drains all or parts of 32 U.S. states and two Canadian provinces between the Rocky and Appalachian mountains. The main stem is entirely within the United States; the total drainage basin is 1,151,000 sq mi (2,980,000 km2), of which only about one percent is in Canada. The Mississippi ranks as the fifteenth- largest river by discharge in the world.	The river either borders or passes through the states of Minnesota, Wisconsin, Iowa, Illinois, Missouri, Kentucky, Tennessee, Arkansas, Mississippi, and Louisiana.	The Mississippi ranks as the fifteenth- largest river by discharge in the world.	The river either borders or passes through the states of Minnesota, Wisconsin, Iowa, Illinois, Missouri, Kentucky, Tennessee, Arkansas, Mississippi, and Louisiana.
wiki_192	0019_Mississippi River	wikipedia	NA	English	NA	arg2-as-detail,conjunction	arg2-as-detail+conjunction	y	y	10	0.7	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0.1; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.1; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.7; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail	arg2-as-detail	The Mississippi River is the second- longest river and chief river of the second- largest drainage system on the North American continent, second only to the Hudson Bay drainage system. From its traditional source of Lake Itasca in northern Minnesota, it flows generally south for 2,320 miles (3,730 km) to the Mississippi River Delta in the Gulf of Mexico. With its many tributaries, the Mississippi's watershed drains all or parts of 32 U.S. states and two Canadian provinces between the Rocky and Appalachian mountains. The main stem is entirely within the United States; the total drainage basin is 1,151,000 sq mi (2,980,000 km2), of which only about one percent is in Canada. The Mississippi ranks as the fifteenth- largest river by discharge in the world. The river either borders or passes through the states of Minnesota, Wisconsin, Iowa, Illinois, Missouri, Kentucky, Tennessee, Arkansas, Mississippi, and Louisiana. Native Americans have lived along the Mississippi River and its tributaries for thousands of years.	Most were hunter- gatherers, but some, such as the Mound Builders, formed prolific agricultural and urban civilisations. The arrival of Europeans in the 16th century changed the native way of life as first explorers, then settlers, ventured into the basin in increasing numbers.	Native Americans have lived along the Mississippi River and its tributaries for thousands of years.	Most were hunter- gatherers, but some, such as the Mound Builders, formed prolific agricultural and urban civilisations.
wiki_193	0019_Mississippi River	wikipedia	NA	English	NA	precedence,contrast,arg2-as-denier	Other-multi	n	y	10	0.5	synchronous:0; precedence:0.2; succession:0.1; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.5; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	contrast	contrast;conjunction;precedence	contrast	Native Americans have lived along the Mississippi River and its tributaries for thousands of years. Most were hunter- gatherers, but some, such as the Mound Builders, formed prolific agricultural and urban civilisations.	The arrival of Europeans in the 16th century changed the native way of life as first explorers, then settlers, ventured into the basin in increasing numbers. The river served first as a barrier, forming borders for New Spain, New France, and the early United States, and then as a vital transportation artery and communications link.	Most were hunter- gatherers, but some, such as the Mound Builders, formed prolific agricultural and urban civilisations.	The arrival of Europeans in the 16th century changed the native way of life as first explorers, then settlers, ventured into the basin in increasing numbers.
wiki_194	0019_Mississippi River	wikipedia	NA	English	NA	norel	other	n	n	10	0.4	synchronous:0; precedence:0; succession:0.1; reason:0; result:0.1; arg1-as-cond:0.1; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;arg2-as-detail	conjunction	Native Americans have lived along the Mississippi River and its tributaries for thousands of years. Most were hunter- gatherers, but some, such as the Mound Builders, formed prolific agricultural and urban civilisations. The arrival of Europeans in the 16th century changed the native way of life as first explorers, then settlers, ventured into the basin in increasing numbers.	The river served first as a barrier, forming borders for New Spain, New France, and the early United States, and then as a vital transportation artery and communications link. In the 19th century, during the height of the ideology of manifest destiny, the Mississippi and several western tributaries, most notably the Missouri, formed pathways for the western expansion of the United States.	The arrival of Europeans in the 16th century changed the native way of life as first explorers, then settlers, ventured into the basin in increasing numbers.	The river served first as a barrier, forming borders for New Spain, New France, and the early United States, and then as a vital transportation artery and communications link.
wiki_195	0019_Mississippi River	wikipedia	NA	English	NA	conjunction,precedence	conjunction+precedence	y	y	10	0.6	synchronous:0; precedence:0.6; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	precedence	precedence;conjunction;arg2-as-instance	precedence	Native Americans have lived along the Mississippi River and its tributaries for thousands of years. Most were hunter- gatherers, but some, such as the Mound Builders, formed prolific agricultural and urban civilisations. The arrival of Europeans in the 16th century changed the native way of life as first explorers, then settlers, ventured into the basin in increasing numbers. The river served first as a barrier, forming borders for New Spain, New France, and the early United States, and then as a vital transportation artery and communications link.	In the 19th century, during the height of the ideology of manifest destiny, the Mississippi and several western tributaries, most notably the Missouri, formed pathways for the western expansion of the United States.	The river served first as a barrier, forming borders for New Spain, New France, and the early United States, and then as a vital transportation artery and communications link.	In the 19th century, during the height of the ideology of manifest destiny, the Mississippi and several western tributaries, most notably the Missouri, formed pathways for the western expansion of the United States.
wiki_196	0019_Mississippi River	wikipedia	NA	English	NA	norel,conjunction	conjunction+norel	y	y	10	0.7	synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.7; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.2; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	arg1-as-detail;conjunction	conjunction	Native Americans have lived along the Mississippi River and its tributaries for thousands of years. Most were hunter- gatherers, but some, such as the Mound Builders, formed prolific agricultural and urban civilisations. The arrival of Europeans in the 16th century changed the native way of life as first explorers, then settlers, ventured into the basin in increasing numbers. The river served first as a barrier, forming borders for New Spain, New France, and the early United States, and then as a vital transportation artery and communications link. In the 19th century, during the height of the ideology of manifest destiny, the Mississippi and several western tributaries, most notably the Missouri, formed pathways for the western expansion of the United States. Formed from thick layers of the river's silt deposits, the Mississippi embayment is one of the most fertile regions of the United States; steamboats were widely used in the 19th and early 20th centuries to ship agricultural and industrial goods.	During the American Civil War, the Mississippi's capture by Union forces marked a turning point towards victory, due to the river's strategic importance to the Confederate war effort. Because of substantial growth of cities and the larger ships and barges that replaced steamboats, the first decades of the 20th century saw the construction of massive engineering works such as levees, locks and dams, often built in combination.	Formed from thick layers of the river's silt deposits, the Mississippi embayment is one of the most fertile regions of the United States; steamboats were widely used in the 19th and early 20th centuries to ship agricultural and industrial goods.	During the American Civil War, the Mississippi's capture by Union forces marked a turning point towards victory, due to the river's strategic importance to the Confederate war effort.
wiki_197	0019_Mississippi River	wikipedia	NA	English	NA	precedence	precedence	n	y	10	0.3	synchronous:0; precedence:0.3; succession:0.1; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0.1; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	precedence	precedence;conjunction	precedence	Formed from thick layers of the river's silt deposits, the Mississippi embayment is one of the most fertile regions of the United States; steamboats were widely used in the 19th and early 20th centuries to ship agricultural and industrial goods. During the American Civil War, the Mississippi's capture by Union forces marked a turning point towards victory, due to the river's strategic importance to the Confederate war effort.	Because of substantial growth of cities and the larger ships and barges that replaced steamboats, the first decades of the 20th century saw the construction of massive engineering works such as levees, locks and dams, often built in combination. A major focus of this work has been to prevent the lower Mississippi from shifting into the channel of the Atchafalaya River and bypassing New Orleans.	During the American Civil War, the Mississippi's capture by Union forces marked a turning point towards victory, due to the river's strategic importance to the Confederate war effort.	Because of substantial growth of cities and the larger ships and barges that replaced steamboats, the first decades of the 20th century saw the construction of massive engineering works such as levees, locks and dams, often built in combination.
wiki_198	0019_Mississippi River	wikipedia	NA	English	NA	reason,arg2-as-detail	arg2-as-detail+reason	n	y	10	0.4	synchronous:0; precedence:0; succession:0; reason:0.4; result:0.1; arg1-as-cond:0.1; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.4; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	reason;arg2-as-detail	reason;arg2-as-detail	Formed from thick layers of the river's silt deposits, the Mississippi embayment is one of the most fertile regions of the United States; steamboats were widely used in the 19th and early 20th centuries to ship agricultural and industrial goods. During the American Civil War, the Mississippi's capture by Union forces marked a turning point towards victory, due to the river's strategic importance to the Confederate war effort. Because of substantial growth of cities and the larger ships and barges that replaced steamboats, the first decades of the 20th century saw the construction of massive engineering works such as levees, locks and dams, often built in combination.	A major focus of this work has been to prevent the lower Mississippi from shifting into the channel of the Atchafalaya River and bypassing New Orleans.	Because of substantial growth of cities and the larger ships and barges that replaced steamboats, the first decades of the 20th century saw the construction of massive engineering works such as levees, locks and dams, often built in combination.	A major focus of this work has been to prevent the lower Mississippi from shifting into the channel of the Atchafalaya River and bypassing New Orleans.
wiki_265	0026_Artificial intelligence	wikipedia	NA	English	NA	conjunction	conjunction	n	n	10	0.4	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0.1; arg2-as-instance:0; arg1-as-detail:0.2; arg2-as-detail:0.4; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-detail	arg2-as-detail;arg1-as-detail;conjunction	arg2-as-detail	Artificial intelligence (AI) is intelligence demonstrated by machines, unlike the natural intelligence displayed by humans and animals, which involves consciousness and emotionality.	The distinction between the former and the latter categories is often revealed by the acronym chosen. ' Strong 'AI is usually labelled as AGI (Artificial General Intelligence) while attempts to emulate 'natural 'intelligence have been called ABI (Artificial Biological Intelligence).	Artificial intelligence (AI) is intelligence demonstrated by machines, unlike the natural intelligence displayed by humans and animals, which involves consciousness and emotionality.	The distinction between the former and the latter categories is often revealed by the acronym chosen. '
wiki_266	0026_Artificial intelligence	wikipedia	NA	English	NA	conjunction,arg2-as-detail	arg2-as-detail+conjunction	y	y	10	0.5	synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.3; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;arg2-as-instance	conjunction	Artificial intelligence (AI) is intelligence demonstrated by machines, unlike the natural intelligence displayed by humans and animals, which involves consciousness and emotionality. The distinction between the former and the latter categories is often revealed by the acronym chosen. '	Strong 'AI is usually labelled as AGI (Artificial General Intelligence) while attempts to emulate 'natural 'intelligence have been called ABI (Artificial Biological Intelligence). Leading AI textbooks define the field as the study of \" intelligent agents\" : any device that perceives its environment and takes actions that maximize its chance of successfully achieving its goals.	The distinction between the former and the latter categories is often revealed by the acronym chosen. '	Strong 'AI is usually labelled as AGI (Artificial General Intelligence) while attempts to emulate 'natural 'intelligence have been called ABI (Artificial Biological Intelligence).
wiki_267	0026_Artificial intelligence	wikipedia	NA	English	NA	conjunction,arg2-as-detail	arg2-as-detail+conjunction	y	y	10	0.6	synchronous:0; precedence:0; succession:0; reason:0.1; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.6; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	arg2-as-detail;conjunction	conjunction	Artificial intelligence (AI) is intelligence demonstrated by machines, unlike the natural intelligence displayed by humans and animals, which involves consciousness and emotionality. The distinction between the former and the latter categories is often revealed by the acronym chosen. ' Strong 'AI is usually labelled as AGI (Artificial General Intelligence) while attempts to emulate 'natural 'intelligence have been called ABI (Artificial Biological Intelligence).	Leading AI textbooks define the field as the study of \" intelligent agents\" : any device that perceives its environment and takes actions that maximize its chance of successfully achieving its goals. Colloquially, the term \" artificial intelligence\" is often used to describe machines (or computers) that mimic \" cognitive\" functions that humans associate with the human mind, such as \" learning\" and \" problem solving\" .	Strong 'AI is usually labelled as AGI (Artificial General Intelligence) while attempts to emulate 'natural 'intelligence have been called ABI (Artificial Biological Intelligence).	Leading AI textbooks define the field as the study of \" intelligent agents\" : any device that perceives its environment and takes actions that maximize its chance of successfully achieving its goals.
wiki_268	0026_Artificial intelligence	wikipedia	NA	English	NA	contrast	contrast	n	n	10	0.6	synchronous:0; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.2; similarity:0.1; conjunction:0.6; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction;contrast	conjunction	Artificial intelligence (AI) is intelligence demonstrated by machines, unlike the natural intelligence displayed by humans and animals, which involves consciousness and emotionality. The distinction between the former and the latter categories is often revealed by the acronym chosen. ' Strong 'AI is usually labelled as AGI (Artificial General Intelligence) while attempts to emulate 'natural 'intelligence have been called ABI (Artificial Biological Intelligence). Leading AI textbooks define the field as the study of \" intelligent agents\": any device that perceives its environment and takes actions that maximize its chance of successfully achieving its goals.	Colloquially, the term \" artificial intelligence\" is often used to describe machines (or computers) that mimic \" cognitive\" functions that humans associate with the human mind, such as \" learning\" and \" problem solving\" . 	Leading AI textbooks define the field as the study of \" intelligent agents\": any device that perceives its environment and takes actions that maximize its chance of successfully achieving its goals.	Colloquially, the term \" artificial intelligence\" is often used to describe machines (or computers) that mimic \" cognitive\" functions that humans associate with the human mind, such as \" learning\" and \" problem solving\" .
wiki_269	0026_Artificial intelligence	wikipedia	NA	English	NA	conjunction,arg2-as-detail	arg2-as-detail+conjunction	n	y	10	0.3	synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.3; disjunction:0.1; arg1-as-instance:0.1; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0.1; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction	conjunction	Artificial intelligence (AI) is intelligence demonstrated by machines, unlike the natural intelligence displayed by humans and animals, which involves consciousness and emotionality. The distinction between the former and the latter categories is often revealed by the acronym chosen. ' Strong 'AI is usually labelled as AGI (Artificial General Intelligence) while attempts to emulate 'natural 'intelligence have been called ABI (Artificial Biological Intelligence). Leading AI textbooks define the field as the study of \" intelligent agents\": any device that perceives its environment and takes actions that maximize its chance of successfully achieving its goals. Colloquially, the term \" artificial intelligence\"is often used to describe machines (or computers) that mimic \" cognitive\"functions that humans associate with the human mind, such as \" learning\"and \" problem solving\". As machines become increasingly capable, tasks considered to require \" intelligence\"are often removed from the definition of AI, a phenomenon known as the AI effect.	A quip in Tesler's Theorem says \" AI is whatever hasn't been done yet.\"  For instance, optical character recognition is frequently excluded from things considered to be AI, having become a routine technology.	As machines become increasingly capable, tasks considered to require \" intelligence\"are often removed from the definition of AI, a phenomenon known as the AI effect.	A quip in Tesler's Theorem says \" AI is whatever hasn't been done yet.\"
wiki_270	0026_Artificial intelligence	wikipedia	NA	English	NA	arg2-as-subst	other	n	n	10	0.3	synchronous:0.1; precedence:0; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.3; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0.1; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	contrast	conjunction;contrast	contrast	 As machines become increasingly capable, tasks considered to require \" intelligence\"are often removed from the definition of AI, a phenomenon known as the AI effect. A quip in Tesler's Theorem says \" AI is whatever hasn't been done yet.\" For instance, optical character recognition is frequently excluded from things considered to be AI, having become a routine technology.	Modern machine capabilities generally classified as AI include successfully understanding human speech, competing at the highest level in strategic game systems (such as chess and Go), autonomously operating cars, intelligent routing in content delivery networks, and military simulations.	For instance, optical character recognition is frequently excluded from things considered to be AI, having become a routine technology.	Modern machine capabilities generally classified as AI include successfully understanding human speech, competing at the highest level in strategic game systems (such as chess and Go), autonomously operating cars, intelligent routing in content delivery networks, and military simulations.
wiki_271	0026_Artificial intelligence	wikipedia	NA	English	NA	arg2-as-instance,precedence	Other-multi	y	y	10	0.3	synchronous:0; precedence:0; succession:0.3; reason:0; result:0.1; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.3; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	arg2-as-instance	arg2-as-instance;conjunction;succession	arg2-as-instance	 As machines become increasingly capable, tasks considered to require \" intelligence\"are often removed from the definition of AI, a phenomenon known as the AI effect. A quip in Tesler's Theorem says \" AI is whatever hasn't been done yet.\" For instance, optical character recognition is frequently excluded from things considered to be AI, having become a routine technology. Modern machine capabilities generally classified as AI include successfully understanding human speech, competing at the highest level in strategic game systems (such as chess and Go), autonomously operating cars, intelligent routing in content delivery networks, and military simulations. Artificial intelligence was founded as an academic discipline in 1955, and in the years since has experienced several waves of optimism, followed by disappointment and the loss of funding (known as an \" AI winter\"), followed by new approaches, success and renewed funding.	After AlphaGo successfully defeated a professional Go player in 2015, artificial intelligence once again attracted widespread global attention. For most of its history, AI research has been divided into sub- fields that often fail to communicate with each other.	Artificial intelligence was founded as an academic discipline in 1955, and in the years since has experienced several waves of optimism, followed by disappointment and the loss of funding (known as an \" AI winter\"), followed by new approaches, success and renewed funding.	After AlphaGo successfully defeated a professional Go player in 2015, artificial intelligence once again attracted widespread global attention.
wiki_272	0026_Artificial intelligence	wikipedia	NA	English	NA	conjunction,norel	conjunction+norel	y	y	10	0.2	synchronous:0.1; precedence:0.1; succession:0; reason:0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.1; contrast:0.1; similarity:0.1; conjunction:0.2; disjunction:0; arg1-as-instance:0.1; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	conjunction	conjunction	 Artificial intelligence was founded as an academic discipline in 1955, and in the years since has experienced several waves of optimism, followed by disappointment and the loss of funding (known as an \" AI winter\"), followed by new approaches, success and renewed funding. After AlphaGo successfully defeated a professional Go player in 2015, artificial intelligence once again attracted widespread global attention.	For most of its history, AI research has been divided into sub- fields that often fail to communicate with each other. These sub- fields are based on technical considerations, such as particular goals (e.g. \" robotics\" or \" machine learning\" ), the use of particular tools (\" logic\" or artificial neural networks), or deep philosophical differences.	After AlphaGo successfully defeated a professional Go player in 2015, artificial intelligence once again attracted widespread global attention.	For most of its history, AI research has been divided into sub- fields that often fail to communicate with each other.
