instance_id	prolific_id	question_start	level-2	level-3	question	answer	sent_q
wiki_111	60a00380a43a4ac3e0a1c66a	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what is It the world's largest religion, with about 2.4 billion followers as of 2020	Its adherents, known as Christians, believe that Jesus is the Christ, whose coming as the Messiah was prophesied in the Hebrew Bible, called the Old Testament in Christianity, and chronicled in the New Testament.	sent2
wiki_111	613af86fd6b675963a3d815a	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ Christianity is the world's largest religion, with about 2.4 billion followers as of 2020.	Its adherents, known as Christians, believe that Jesus is the Christ, whose coming as the Messiah was prophesied in the Hebrew Bible, called the Old Testament in Christianity, and chronicled in the New Testament.	sent2
wiki_111	614f697a16e2e5759e1f4b3e	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ Its adherents, known as Christians, believe that Jesus is the Christ, whose coming as the Messiah was prophesied in the Hebrew Bible, called the Old Testament in Christianity, and chronicled in the New Testament	It is the world's largest religion, with about 2.4 billion followers as of 2020.	sent1
wiki_112	5e31a1526ef37a1879a94441	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that It is the world's largest religion, with about 2.4 billion followers as of 2020	Christians make up a majority of the population in 157 countries and territories.	sent1
wiki_112	5e387f2c0d70ef099d5e5a4f	What is the result of	Contingency.Cause	RESULT	What is the result of _ it is the world's largest religion, with about 2.4 billion followers as of 2020	Christians make up a majority of the population in 157 countries and territories.	sent1
wiki_112	5e56e15339d6c9000d05b14d	What is similar to	Comparison.Similarity	Comparison.Similarity	What is similar to _ Christians making up a majority of the population in 157 countries and territories	It is the world's largest religion, with about 2.4 billion followers as of 2020.	sent2
wiki_112	5ef6feae9489ba3fa26d0f67	While what	Temporal.Synchronous	Temporal.Synchronous	While what the fact that It is the world's largest religion, with about 2.4 billion followers as of 2020.	Christians make up a majority of the population in 157 countries and territories.	sent1
wiki_112	5f58c51ec2465204eab77036	What is the result of	Contingency.Cause	REASON	What is the result of the fact that Christians make up a majority of the population in 157 countries and territories	It is the world's largest religion, with about 2.4 billion followers as of 2020.	sent2
wiki_112	603c124974df2e8f9f375fa8	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ it being the world's largest religion	Christians make up a majority of the population in 157 countries and territories.	sent1
wiki_112	606aad87b9f57a82dd447d6a	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that It is the world's largest religion, with about 2.4 billion followers as of 2020	Christians make up a majority of the population in 157 countries and territories.	sent1
wiki_112	60a00380a43a4ac3e0a1c66a	What is an example of	Expansion.Instantiation	ARG2-AS-INSTANCE	What is an example of _ It is the world's largest religion, with about 2.4 billion followers as of 2020	Christians make up a majority of the population in 157 countries and territories.	sent1
wiki_112	613af86fd6b675963a3d815a	In what manner	Expansion.Manner	ARG1-AS-MANNER	In what manner do Christians make up a majority of the population in 157 countries and territories.	It is the world's largest religion, with about 2.4 billion followers as of 2020.	sent2
wiki_112	614f697a16e2e5759e1f4b3e	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what _ It is the world's largest religion, with about 2.4 billion followers as of 2020	Christians make up a majority of the population in 157 countries and territories.	sent1
wiki_113	5e31a1526ef37a1879a94441	What is contrasted with	Comparison.Contrast	Comparison.Contrast	What is contrasted with the fact that Christianity remains culturally diverse in its Western and Eastern branches	Their creeds generally hold in common Jesus as the Son of God — the Logos incarnated — who ministered, suffered, and died on a cross, but rose from the dead for the salvation of mankind; this is referred to as the gospel, meaning the  good news .	sent1
wiki_113	5e387f2c0d70ef099d5e5a4f	What is contrasted with	Comparison.Contrast	Comparison.Contrast	What is contrasted with _ their creeds generally hold in common Jesus as the Son of God — the Logos incarnated — who ministered, suffered, and died on a cross, but rose from the dead for the salvation of mankind; this is referred to as the gospel, meaning the " good news"	Christianity remains culturally diverse in its Western and Eastern branches, as well as in its doctrines concerning justification and the nature of salvation, ecclesiology, ordination, and Christology.	sent2
wiki_113	5e56e15339d6c9000d05b14d	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ Christianity's doctrines concerning justification and the nature of salvation, ecclesiology, ordination, and Christology	Their creeds generally hold in common Jesus as the Son of God — the Logos incarnated — who ministered, suffered, and died on a cross, but rose from the dead for the salvation of mankind; this is referred to as the gospel, meaning the  good news .	sent1
wiki_113	5ef6feae9489ba3fa26d0f67	Before what	Temporal.Asynchronous	PRECEDENCE	Before what the fact that Christianity remains culturally diverse in its Western and Eastern branches	Their creeds generally hold in common Jesus as the Son of God — the Logos incarnated — who ministered, suffered, and died on a cross, but rose from the dead for the salvation of mankind; this is referred to as the gospel, meaning the  good news .	sent1
wiki_113	5f58c51ec2465204eab77036	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that Christianity remains culturally diverse in its Western and Eastern branches, as well as in its doctrines concerning justification and the nature of salvation, ecclesiology, ordination, and Christology	Their creeds generally hold in common Jesus as the Son of God — the Logos incarnated — who ministered, suffered, and died on a cross, but rose from the dead for the salvation of mankind; this is referred to as the gospel, meaning the  good news .	sent1
wiki_113	603c124974df2e8f9f375fa8	While what	Temporal.Synchronous	Temporal.Synchronous	While what does Christianity remain culturally diverse in its Western and Eastern branches	Their creeds generally hold in common Jesus as the Son of God — the Logos incarnated — who ministered, suffered, and died on a cross, but rose from the dead for the salvation of mankind; this is referred to as the gospel, meaning the  good news .	sent1
wiki_113	606aad87b9f57a82dd447d6a	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ Christianity remains culturally diverse in its Western and Eastern branches, as well as in its doctrines concerning justification and the nature of salvation, ecclesiology, ordination, and Christology	Their creeds generally hold in common Jesus as the Son of God — the Logos incarnated — who ministered, suffered, and died on a cross, but rose from the dead for the salvation of mankind; this is referred to as the gospel, meaning the  good news .	sent1
wiki_113	60a00380a43a4ac3e0a1c66a	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that Christianity remains culturally diverse in its Western and Eastern branches, as well as in its doctrines concerning justification and the nature of salvation, ecclesiology, ordination, and Christology.	Their creeds generally hold in common Jesus as the Son of God — the Logos incarnated — who ministered, suffered, and died on a cross, but rose from the dead for the salvation of mankind; this is referred to as the gospel, meaning the  good news .	sent1
wiki_113	613af86fd6b675963a3d815a	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ Christianity remains culturally diverse in its Western and Eastern branches	Their creeds generally hold in common Jesus as the Son of God — the Logos incarnated — who ministered, suffered, and died on a cross, but rose from the dead for the salvation of mankind; this is referred to as the gospel, meaning the  good news .	sent1
wiki_113	614f697a16e2e5759e1f4b3e	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ Christianity remains culturally diverse in its Western and Eastern branches, as well as in its doctrines concerning justification and the nature of salvation, ecclesiology, ordination, and Christology	Their creeds generally hold in common Jesus as the Son of God — the Logos incarnated — who ministered, suffered, and died on a cross, but rose from the dead for the salvation of mankind; this is referred to as the gospel, meaning the  good news .	sent1
wiki_114	5e31a1526ef37a1879a94441	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ the gospel, meaning the " good news"	Describing Jesus' life and teachings are the four canonical gospels of Matthew, Mark, Luke and John, with the Old Testament as the gospel's respected background.	sent1
wiki_114	5e387f2c0d70ef099d5e5a4f	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what _ describing Jesus' life and teachings are the four canonical gospels of Matthew, Mark, Luke and John, with the Old Testament as the gospel's respected background	Their creeds generally hold in common Jesus as the Son of God — the Logos incarnated — who ministered, suffered, and died on a cross, but rose from the dead for the salvation of mankind; this is referred to as the gospel, meaning the  good news.	sent2
wiki_114	5e56e15339d6c9000d05b14d	What is similar to	Comparison.Similarity	Comparison.Similarity	What is similar to _ the gospel, meaning the " good news"	Describing Jesus' life and teachings are the four canonical gospels of Matthew, Mark, Luke and John, with the Old Testament as the gospel's respected background.	sent1
wiki_114	5ef6feae9489ba3fa26d0f67	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that Their creeds generally hold in common Jesus as the Son of God	Describing Jesus' life and teachings are the four canonical gospels of Matthew, Mark, Luke and John, with the Old Testament as the gospel's respected background.	sent1
wiki_114	5f58c51ec2465204eab77036	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what does Describing Jesus' life and teachings are the four canonical gospels of Matthew, Mark, Luke and John, with the Old Testament as the gospel's respected background	Their creeds generally hold in common Jesus as the Son of God — the Logos incarnated — who ministered, suffered, and died on a cross, but rose from the dead for the salvation of mankind; this is referred to as the gospel, meaning the  good news.	sent2
wiki_114	603c124974df2e8f9f375fa8	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ Jesus as the Son of God	Describing Jesus' life and teachings are the four canonical gospels of Matthew, Mark, Luke and John, with the Old Testament as the gospel's respected background.	sent1
wiki_114	606aad87b9f57a82dd447d6a	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ Their creeds generally hold in common Jesus as the Son of God — the Logos incarnated — who ministered, suffered, and died on a cross, but rose from the dead for the salvation of mankind; this is referred to as the gospel, meaning the " good news"	Describing Jesus' life and teachings are the four canonical gospels of Matthew, Mark, Luke and John, with the Old Testament as the gospel's respected background.	sent1
wiki_114	60a00380a43a4ac3e0a1c66a	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ Describing Jesus' life and teachings are the four canonical gospels of Matthew, Mark, Luke and John, with the Old Testament as the gospel's respected background	Their creeds generally hold in common Jesus as the Son of God — the Logos incarnated — who ministered, suffered, and died on a cross, but rose from the dead for the salvation of mankind; this is referred to as the gospel, meaning the  good news.	sent2
wiki_114	613af86fd6b675963a3d815a	What is an example of	Expansion.Instantiation	ARG2-AS-INSTANCE	What is an example of _ Their creeds generally hold in common Jesus as the Son of God	Describing Jesus' life and teachings are the four canonical gospels of Matthew, Mark, Luke and John, with the Old Testament as the gospel's respected background.	sent1
wiki_114	614f697a16e2e5759e1f4b3e	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what _ Their creeds generally hold in common Jesus as the Son of God — the Logos incarnated — who ministered, suffered, and died on a cross, but rose from the dead for the salvation of mankind; this is referred to as the gospel, meaning the " good news"	Describing Jesus' life and teachings are the four canonical gospels of Matthew, Mark, Luke and John, with the Old Testament as the gospel's respected background.	sent1
wiki_115	5e31a1526ef37a1879a94441	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that Christianity began as a Second Temple Judaic sect in the 1st century in the Roman province of Judea.	Jesus' apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution.	sent1
wiki_115	5e387f2c0d70ef099d5e5a4f	After what	Temporal.Asynchronous	PRECEDENCE	After what _ Jesus' apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution	Christianity began as a Second Temple Judaic sect in the 1st century in the Roman province of Judea.	sent2
wiki_115	5e56e15339d6c9000d05b14d	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ Christianity's beginning	Jesus' apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution.	sent1
wiki_115	5ef6feae9489ba3fa26d0f67	What is the result of	Contingency.Cause	RESULT	What is the result of the fact that Christianity began as a Second Temple Judaic sect in the 1st century in the Roman province of Judea.	Jesus' apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution.	sent1
wiki_115	5f58c51ec2465204eab77036	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that Christianity began as a Second Temple Judaic sect in the 1st century in the Roman province of Jude	Jesus' apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution.	sent1
wiki_115	603c124974df2e8f9f375fa8	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ Christianity began as a Second Temple Judaic sect in the 1st century in the Roman province of Judea	Jesus' apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution.	sent1
wiki_115	606aad87b9f57a82dd447d6a	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that Christianity began as a Second Temple Judaic sect in the 1st century in the Roman province of Judea	Jesus' apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution.	sent1
wiki_115	60a00380a43a4ac3e0a1c66a	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that Christianity began as a Second Temple Judaic sect in the 1st century in the Roman province of Judea	Jesus' apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution.	sent1
wiki_115	613af86fd6b675963a3d815a	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ Christianity began as a Second Temple Judaic sect in the 1st century in the Roman province of Judea	Jesus' apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution.	sent1
wiki_115	614f697a16e2e5759e1f4b3e	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ Christianity began as a Second Temple Judaic sect in the 1st century in the Roman province of Judea	Jesus' apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution.	sent1
wiki_116	5e31a1526ef37a1879a94441	What is the result of	Contingency.Cause	RESULT	What is the result of _ Jesus'apostles and their followers spreading around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia	It soon attracted gentile God- fearers, which led to a departure from Jewish customs, and, after the Fall of Jerusalem, AD 70 which ended the Temple- based Judaism, Christianity slowly separated from Judaism.	sent1
wiki_116	5e387f2c0d70ef099d5e5a4f	Before what	Temporal.Asynchronous	PRECEDENCE	Before what _ Jesus'apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution	It soon attracted gentile God- fearers, which led to a departure from Jewish customs, and, after the Fall of Jerusalem, AD 70 which ended the Temple- based Judaism, Christianity slowly separated from Judaism.	sent1
wiki_116	5e56e15339d6c9000d05b14d	What is the reason	Contingency.Cause	REASON	What is the reason _ the spread of  Jesus'apostles and their followers around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution	It soon attracted gentile God- fearers, which led to a departure from Jewish customs, and, after the Fall of Jerusalem, AD 70 which ended the Temple- based Judaism, Christianity slowly separated from Judaism.	sent1
wiki_116	5ef6feae9489ba3fa26d0f67	After what	Temporal.Asynchronous	SUCCESSION	After what the fact that Jesus'apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia,	It soon attracted gentile God- fearers, which led to a departure from Jewish customs, and, after the Fall of Jerusalem, AD 70 which ended the Temple- based Judaism, Christianity slowly separated from Judaism.	sent1
wiki_116	5f58c51ec2465204eab77036	After what	Temporal.Asynchronous	SUCCESSION	After what did Jesus'apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution	It soon attracted gentile God- fearers, which led to a departure from Jewish customs, and, after the Fall of Jerusalem, AD 70 which ended the Temple- based Judaism, Christianity slowly separated from Judaism.	sent1
wiki_116	603c124974df2e8f9f375fa8	Before what	Temporal.Asynchronous	PRECEDENCE	Before what did Jesus'apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia	It soon attracted gentile God- fearers, which led to a departure from Jewish customs, and, after the Fall of Jerusalem, AD 70 which ended the Temple- based Judaism, Christianity slowly separated from Judaism.	sent1
wiki_116	606aad87b9f57a82dd447d6a	After what	Temporal.Asynchronous	SUCCESSION	After what _ Jesus' apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution	It soon attracted gentile God- fearers, which led to a departure from Jewish customs, and, after the Fall of Jerusalem, AD 70 which ended the Temple- based Judaism, Christianity slowly separated from Judaism.	sent1
wiki_116	60a00380a43a4ac3e0a1c66a	Before what	Temporal.Asynchronous	PRECEDENCE	Before what did Jesus'apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution	It soon attracted gentile God- fearers, which led to a departure from Jewish customs, and, after the Fall of Jerusalem, AD 70 which ended the Temple- based Judaism, Christianity slowly separated from Judaism.	sent1
wiki_116	613af86fd6b675963a3d815a	Before what	Temporal.Asynchronous	PRECEDENCE	Before what did Jesus'apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution.	It soon attracted gentile God- fearers, which led to a departure from Jewish customs, and, after the Fall of Jerusalem, AD 70 which ended the Temple- based Judaism, Christianity slowly separated from Judaism.	sent1
wiki_116	614f697a16e2e5759e1f4b3e	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what _ Jesus'apostles and their followers spread around the Levant, Europe, Anatolia, Mesopotamia, Transcaucasia, Egypt, and Ethiopia, despite initial persecution	It soon attracted gentile God- fearers, which led to a departure from Jewish customs, and, after the Fall of Jerusalem, AD 70 which ended the Temple- based Judaism, Christianity slowly separated from Judaism.	sent1
wiki_117	5e31a1526ef37a1879a94441	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on the fact that it attracted gentile God- fearers	Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380).	sent1
wiki_117	5e387f2c0d70ef099d5e5a4f	After what	Temporal.Asynchronous	PRECEDENCE	After what _ Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380)	It soon attracted gentile God- fearers, which led to a departure from Jewish customs, and, after the Fall of Jerusalem, AD 70 which ended the Temple- based Judaism, Christianity slowly separated from Judaism.	sent2
wiki_117	5e56e15339d6c9000d05b14d	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ Christianity slowly separating from Judaism	Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380).	sent1
wiki_117	5ef6feae9489ba3fa26d0f67	After what	Temporal.Asynchronous	SUCCESSION	After what the fact that Christianity slowly separated from Judaism.	Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380).	sent1
wiki_117	5f58c51ec2465204eab77036	Before what	Temporal.Asynchronous	SUCCESSION	Before what did Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380).	It soon attracted gentile God- fearers, which led to a departure from Jewish customs, and, after the Fall of Jerusalem, AD 70 which ended the Temple- based Judaism, Christianity slowly separated from Judaism.	sent2
wiki_117	603c124974df2e8f9f375fa8	Before what	Temporal.Asynchronous	PRECEDENCE	Before what did it attract gentile God- fearers, which led to a departure from Jewish customs and  Christianity slowly separated from Judaism	Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380).	sent1
wiki_117	606aad87b9f57a82dd447d6a	After what	Temporal.Asynchronous	SUCCESSION	After what _ It soon attracted gentile God- fearers, which led to a departure from Jewish customs, and, after the Fall of Jerusalem, AD 70 which ended the Temple- based Judaism, Christianity slowly separated from Judaism	Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380).	sent1
wiki_117	60a00380a43a4ac3e0a1c66a	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that it soon attracted gentile God- fearers, which led to a departure from Jewish customs, and, after the Fall of Jerusalem, AD 70 which ended the Temple- based Judaism, Christianity slowly separated from Judaism	Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380).	sent1
wiki_117	613af86fd6b675963a3d815a	What provides more detail on	Expansion.Level-of-detail	ARG2-AS-DETAIL	What provides more detail on _ It soon attracted gentile God- fearers, which led to a departure from Jewish customs, and, after the Fall of Jerusalem, AD 70 which ended the Temple- based Judaism, Christianity slowly separated from Judais	Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380).	sent1
wiki_117	614f697a16e2e5759e1f4b3e	After what	Temporal.Asynchronous	PRECEDENCE	After what _ Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380)	It soon attracted gentile God- fearers, which led to a departure from Jewish customs, and, after the Fall of Jerusalem, AD 70 which ended the Temple- based Judaism, Christianity slowly separated from Judaism.	sent2
wiki_118	5e31a1526ef37a1879a94441	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that Early Christianity was consolidated into what would become the State church of the Roman Empire	The early history of Christianity's united church before major schisms is sometimes referred to as the  Great Church (though heterodox sects existed at the same time, including Gnostic Christianity and Jewish Christians).	sent1
wiki_118	5e387f2c0d70ef099d5e5a4f	After what	Temporal.Asynchronous	PRECEDENCE	After what _ the early history of Christianity's united church before major schisms is sometimes referred to as the " Great Church" (though heterodox sects existed at the same time, including Gnostic Christianity and Jewish Christians)	Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380).	sent2
wiki_118	5e56e15339d6c9000d05b14d	What is a case of	Expansion.Instantiation	ARG1-AS-INSTANCE	What is a case of _ The early history of Christianity	Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380).	sent2
wiki_118	5ef6feae9489ba3fa26d0f67	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that Christianity was consolidated into what would become the State church of the Roman Empire (380).	The early history of Christianity's united church before major schisms is sometimes referred to as the  Great Church (though heterodox sects existed at the same time, including Gnostic Christianity and Jewish Christians).	sent1
wiki_118	5f58c51ec2465204eab77036	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on the fact that The early history of Christianity's united church before major schisms is sometimes referred to as the " Great Church" (though heterodox sects existed at the same time, including Gnostic Christianity and Jewish Christians)	Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380).	sent2
wiki_118	603c124974df2e8f9f375fa8	What provides more detail on	Expansion.Level-of-detail	ARG1-AS-DETAIL	What provides more detail on _ The early history of Christianity, referred to as the " Great Church"	Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380).	sent2
wiki_118	606aad87b9f57a82dd447d6a	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon _ Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380)	The early history of Christianity's united church before major schisms is sometimes referred to as the  Great Church (though heterodox sects existed at the same time, including Gnostic Christianity and Jewish Christians).	sent1
wiki_118	60a00380a43a4ac3e0a1c66a	What expands upon	Expansion.Conjunction	Expansion.Conjunction	What expands upon the fact that Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380)	The early history of Christianity's united church before major schisms is sometimes referred to as the  Great Church (though heterodox sects existed at the same time, including Gnostic Christianity and Jewish Christians).	sent1
wiki_118	613af86fd6b675963a3d815a	What is an example of	Expansion.Instantiation	ARG1-AS-INSTANCE	What is an example of _ The early history of Christianity's united church	Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380).	sent2
wiki_118	614f697a16e2e5759e1f4b3e	In addition to what	Expansion.Conjunction	Expansion.Conjunction	In addition to what _ Emperor Constantine the Great decriminalized Christianity in the Roman Empire by the Edict of Milan (313), later convening the Council of Nicaea (325) where Early Christianity was consolidated into what would become the State church of the Roman Empire (380).	The early history of Christianity's united church before major schisms is sometimes referred to as the  Great Church (though heterodox sects existed at the same time, including Gnostic Christianity and Jewish Christians).	sent1
wiki_119	5e31a1526ef37a1879a94441	What is contrasted with	Comparison.Contrast	Comparison.Contrast	What is contrasted with _ The early history of Christianity's united church	The Church of the East split after the Council of Ephesus (431) and Oriental Orthodoxy split after the Council of Chalcedon (451) over differences in Christology, while the Eastern Orthodox Church and the Catholic Church separated in the East – West Schism (1054), especially over the authority of the bishop of Rome.	sent1
wiki_119	5e387f2c0d70ef099d5e5a4f	Until when	Temporal.Asynchronous	PRECEDENCE	Until when _ the early history of Christianity's united church before major schisms is sometimes referred to as the " Great Church"	The Church of the East split after the Council of Ephesus (431) and Oriental Orthodoxy split after the Council of Chalcedon (451) over differences in Christology, while the Eastern Orthodox Church and the Catholic Church separated in the East – West Schism (1054), especially over the authority of the bishop of Rome.	sent1
wiki_119	5e56e15339d6c9000d05b14d	What is contrasted with	Comparison.Contrast	Comparison.Contrast	What is contrasted with _ Christianity's united church	The Church of the East split after the Council of Ephesus (431) and Oriental Orthodoxy split after the Council of Chalcedon (451) over differences in Christology, while the Eastern Orthodox Church and the Catholic Church separated in the East – West Schism (1054), especially over the authority of the bishop of Rome.	sent1
wiki_119	5ef6feae9489ba3fa26d0f67	After what	Temporal.Asynchronous	SUCCESSION	After what the fact that The early history of Christianity's united church before major schisms is sometimes referred to as the " Great Church"	The Church of the East split after the Council of Ephesus (431) and Oriental Orthodoxy split after the Council of Chalcedon (451) over differences in Christology, while the Eastern Orthodox Church and the Catholic Church separated in the East – West Schism (1054), especially over the authority of the bishop of Rome.	sent1
wiki_119	5f58c51ec2465204eab77036	What describes the same as	Expansion.Equivalence	Expansion.Equivalence	What describes the same as _ The early history of Christianity's united church before major schisms is sometimes referred to as the " Great Church"(though heterodox sects existed at the same time, including Gnostic Christianity and Jewish Christians)	The Church of the East split after the Council of Ephesus (431) and Oriental Orthodoxy split after the Council of Chalcedon (451) over differences in Christology, while the Eastern Orthodox Church and the Catholic Church separated in the East – West Schism (1054), especially over the authority of the bishop of Rome.	sent1
